x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,batter_id,bat_handR
66.389725,103.54538,18.063128,153.76694,-73.67846,120.4707,-33.229073,149.49904,-144.6546,266.76852,6.833128,338.12048,128.83772,268.686,545358,1
60.889996,103.54535,10.9681,154.86472,-76.17961,117.25973,-37.673733,147.7106,-146.2972,262.26395,-3.3114355,341.93466,132.58604,260.6512,545361,1
72.41569,102.66547,30.788002,150.37268,-68.84158,125.9663,-23.611895,152.51889,-120.17155,256.55463,4.4208884,313.60806,124.03286,239.15251,546994,1
73.582565,102.38461,38.592705,147.30786,-71.756256,122.75785,-20.169003,153.33432,-122.60953,250.3945,-2.4811714,313.6292,138.47974,243.9438,547172,0
78.358864,100.83348,46.96604,143.0784,-64.85873,129.9143,-0.8354068,155.49632,-134.46738,273.11597,-2.7162242,344.28665,141.52058,258.89734,547180,0
68.82626,103.30235,27.044487,151.56918,-70.22009,124.48546,-25.443905,152.02927,-134.965,273.5754,18.642172,335.30966,137.52437,259.9785,547379,1
76.18045,101.62338,44.346798,144.51405,-60.56782,133.68839,-2.4510899,155.46838,-125.4675,269.2606,2.1000636,330.67627,141.1646,250.33295,547982,0
68.43585,103.351456,27.177711,151.52951,-72.537,121.84642,-28.818493,151.02345,-138.60727,273.24725,7.1281605,338.75955,133.1018,266.58463,547989,1
68.41073,103.35448,24.041748,152.40753,-74.54296,119.39268,-33.071045,149.55788,-141.3963,259.3047,2.8265116,328.34537,131.67683,258.05774,553869,1
73.555984,102.391426,44.1943,144.59438,-67.49857,127.35015,-1.872902,155.48154,-130.56282,254.28961,-5.007863,320.66235,137.1074,246.63588,553882,0
70.42838,103.05977,30.110352,150.60199,-71.93347,122.55301,-27.468214,151.44226,-118.879295,237.00746,0.98020947,300.77618,117.75724,224.72159,553988,1
64.295616,103.63462,7.258561,155.22229,-76.494896,116.8341,-40.044724,146.64767,-147.43504,265.14853,-2.1317174,338.46323,129.25533,263.45206,553993,1
70.35716,103.07196,33.30986,149.46884,-69.98554,124.74192,-24.2053,152.3646,-129.5639,266.56763,19.528011,326.63196,131.1684,255.25043,570481,1
65.94314,103.57364,27.808306,151.33887,-73.43417,120.769585,-26.75943,151.65335,-137.83812,269.21332,16.86289,330.04123,136.27208,257.89362,570482,1
72.05768,102.74425,36.007732,148.41156,-68.58554,126.2345,-18.64818,153.65173,-135.14313,251.86842,-12.640931,322.73807,134.70753,255.12671,570560,0
71.36354,102.887245,35.352047,148.67728,-73.338425,120.88606,-25.265583,152.07866,-140.35495,251.83829,4.6600795,320.45044,130.61842,251.02376,570560,1
66.9957,103.49899,25.98709,151.87653,-74.00079,120.072495,-30.849274,150.35167,-141.77176,261.33487,2.7252107,328.30255,121.378,265.69916,570731,1
74.91538,102.01792,41.109673,146.14459,-62.7906,131.79054,-8.85892,155.08604,-127.81358,271.5623,5.06949,335.50345,139.78273,255.53035,571431,0
69.53169,103.20371,29.349442,150.85269,-74.83456,119.021706,-31.93567,149.9713,-149.568,260.84598,-5.453125,331.89294,127.554794,262.01804,571448,1
75.22588,101.92534,42.558628,145.43387,-70.30778,124.3891,-11.915763,154.74974,-135.03914,260.0367,-3.105332,325.6599,139.95407,250.94861,571466,0
74.102066,102.24758,32.0226,149.94022,-70.40767,124.279,-25.969296,151.88159,-123.44812,254.53026,11.367882,305.71863,132.04088,234.25195,571466,1
64.01249,103.63826,12.366009,154.69174,-75.55554,118.087845,-38.058266,147.54349,-140.42453,256.58884,2.0110009,330.44482,131.71982,257.29184,571657,1
66.93427,103.50411,33.856533,149.26224,-66.708855,128.13821,-21.012623,153.14702,-132.55545,267.8362,8.917079,331.38052,133.0858,258.74713,571679,1
74.35566,102.17796,42.293823,145.56604,-66.31581,128.52362,-8.931911,155.07918,-120.99489,238.8821,-0.5889425,304.6913,129.42482,239.26228,571740,0
67.019806,103.496956,22.973137,152.68045,-75.85477,117.69314,-34.618996,148.96765,-136.84537,246.163,-7.4045506,315.89966,126.39117,247.148,571740,1
67.4142,103.46154,25.091076,152.12662,-74.48142,119.47048,-29.985596,150.64357,-150.32628,263.26553,-6.764387,338.246,126.46839,268.42734,571745,1
64.81587,103.62271,20.485579,153.26498,-75.324974,118.38911,-35.60368,148.57599,-142.78131,264.61835,0.67102724,333.9606,133.62735,260.1542,571771,1
76.08414,101.655045,44.064556,144.66243,-58.902657,135.03508,0.0,155.5,-127.00374,270.61194,1.1565056,337.36847,141.08188,258.2591,571875,0
68.91146,103.29112,27.82046,151.33514,-72.73715,121.60898,-29.254166,150.88359,-139.00682,258.91208,-5.945266,334.2349,129.68594,260.28757,571912,1
64.628876,103.62777,13.024504,154.60294,-77.886284,114.89418,-39.220955,147.02582,-146.59668,251.80505,-1.8643,325.99228,123.133995,259.41238,571946,1
76.40248,101.54936,49.494312,141.5883,-61.647106,132.78163,0.0,155.5,-135.13113,274.21295,3.1857445,339.65698,150.2603,256.38824,571970,0
63.5547,103.63991,16.693354,154.02182,-74.75689,119.12088,-34.09833,149.16963,-139.21313,266.813,0.45649245,338.28445,125.44967,270.40753,571976,1
76.04766,101.66696,43.53428,144.93794,-62.99878,131.60663,-2.4153996,155.46928,-131.46431,262.0971,-7.7601714,334.90652,139.6165,253.61278,571980,0
67.387245,103.46409,27.24866,151.5083,-74.334404,119.65569,-31.250257,150.213,-141.36177,266.3185,2.7312324,334.2955,128.58098,264.82294,572008,1
72.60719,102.6219,30.369629,150.51492,-71.527016,123.02109,-28.12659,151.24081,-135.40926,265.55078,3.3689232,340.6929,132.83804,264.22485,572039,1
64.162155,103.63658,22.07139,152.90051,-74.21058,119.81096,-33.827087,149.27347,-143.55188,268.83344,2.6711977,337.0006,130.40218,266.72824,572041,1
76.79859,101.41369,45.545086,143.87053,-64.60008,130.15508,-4.9471774,155.3711,-125.99061,269.83017,7.5129676,332.6655,144.75978,249.92398,572138,0
68.115845,103.388794,22.139013,152.88432,-72.47758,121.916626,-29.02608,150.95709,-136.41678,264.3205,3.7793536,333.83432,131.51663,264.5847,572191,1
65.31745,103.60481,20.309444,153.3037,-77.42669,115.54642,-37.212807,147.90828,-154.32724,267.38516,-7.9659944,340.5399,134.28539,265.8322,572204,1
62.3568,103.619415,4.688274,155.38425,-76.76045,116.471725,-41.90069,145.76038,-147.07614,260.46466,-2.6272137,340.18643,130.59917,267.2214,572228,1
65.827614,103.58014,11.462183,154.80598,-76.348694,117.03209,-37.055187,147.97522,-145.99947,265.5564,-3.6337006,335.084,133.47388,265.13586,572233,1
61.99646,103.60622,3.707196,155.42764,-77.714355,115.13954,-43.93091,144.73227,-151.12065,260.9458,-15.647032,343.75375,127.68906,263.40262,572287,1
77.284134,101.24103,47.66964,142.67424,-69.03953,125.757515,-5.0155206,155.36751,-132.82912,268.31946,12.057694,331.1664,154.26714,244.01427,572761,0
72.47542,102.65199,39.217247,147.0275,-68.812164,125.99722,-15.914505,154.1575,-130.88916,255.79494,-4.775279,327.27908,137.87466,254.75444,572816,0
67.82298,103.420685,22.259819,152.85529,-74.63607,119.274635,-33.663544,149.3356,-145.10004,266.4011,3.6975834,338.3255,137.21307,264.14764,573131,1
74.08634,102.25183,38.776268,147.22601,-66.00842,128.82195,-12.96348,154.61136,-134.61746,266.7909,3.3963819,340.4879,146.85747,256.63358,573262,0
66.41847,103.54338,23.706839,152.49449,-72.74733,121.59686,-30.299698,150.53848,-138.87645,273.4151,9.117178,338.86636,134.35457,269.21622,575929,1
70.37682,103.0686,26.84685,151.62764,-74.34176,119.64647,-29.55665,150.78513,-138.17099,253.06409,5.2308083,309.20117,125.724205,249.35982,578428,1
70.993484,102.95827,37.743595,147.68039,-69.220314,125.56573,-18.927212,153.59543,-132.77313,262.30273,-3.1213098,331.20383,130.41913,256.71613,578570,0
71.59967,102.84004,32.729458,149.68399,-72.13865,122.31436,-27.60696,151.40025,-129.19249,261.97147,5.562641,324.03165,133.63075,253.35489,578570,1
61.470303,103.581116,3.837996,155.42244,-76.52692,116.790596,-41.668633,145.87402,-139.04002,262.60815,12.181025,328.78192,128.93965,255.6986,588751,1
65.42262,103.60026,19.647942,153.44598,-74.682076,119.21616,-34.25687,149.1085,-129.33665,252.9083,4.1789494,313.5843,118.56098,246.496,592144,1
66.91776,103.50547,22.541945,152.78683,-74.38818,119.58806,-32.217133,149.87033,-142.64865,259.45987,-5.1993513,332.5704,122.67393,264.0816,592178,1
64.1477,103.63678,10.877553,154.8752,-77.20357,115.85892,-40.956997,146.21771,-145.82187,258.17154,-0.31442046,334.0318,130.38634,259.72794,592192,1
64.8468,103.621796,13.356344,154.55641,-76.06751,117.409874,-38.64695,147.28372,-148.08078,260.90482,-9.499653,327.52936,127.23863,257.66278,592200,1
72.319855,102.6869,34.493515,149.01666,-69.86548,124.872475,-22.206148,152.86823,-130.90135,271.5392,14.142522,326.30133,143.70078,250.43129,592205,1
64.87676,103.62088,16.846207,153.99442,-76.896164,116.285126,-38.075928,147.53577,-139.90384,265.81088,8.199211,338.15524,136.38708,260.8384,592206,1
72.660995,102.60949,33.910717,149.24155,-70.57307,124.09593,-24.470098,152.2944,-130.51413,262.32614,8.7879925,323.38364,130.92247,251.53667,592261,1
66.340996,103.5487,16.199482,154.10864,-74.977356,118.83864,-35.659027,148.55359,-138.2648,267.54132,2.3648303,333.62622,132.90373,265.22287,592273,1
72.537766,102.63782,37.828484,147.64359,-65.91932,128.90793,-12.422014,154.68436,-131.81783,261.4898,-10.799594,330.62018,136.01694,254.48964,592325,0
76.2417,101.6031,49.354603,141.67342,-63.57319,131.09355,0.0,155.5,-135.05618,264.1014,-2.5135179,335.17874,146.06808,251.97606,592348,0
67.94654,103.4075,28.10931,151.24615,-70.59215,124.07475,-25.187256,152.10022,-130.7825,267.4428,19.016655,330.3195,132.26736,258.74533,592348,1
65.485054,103.59743,10.263785,154.94392,-76.41349,116.94447,-38.61516,147.29787,-144.20012,267.97028,4.638021,347.8025,133.36775,265.3881,592450,1
67.47635,103.455605,25.388697,152.0446,-71.82446,122.67915,-27.772516,151.34981,-140.1765,270.03543,0.09154773,341.18054,134.84195,263.28622,592518,1
75.24894,101.91835,46.475414,143.35551,-61.477924,132.92558,-1.1243604,155.49335,-128.21248,267.17194,-3.7644393,333.6818,138.8058,260.02823,592567,0
74.65964,102.09214,39.882748,146.72278,-66.87121,127.977715,-12.709499,154.646,-131.45058,266.79953,2.5743477,339.64917,144.37672,261.3252,592626,0
72.29549,102.69231,43.69369,144.85556,-59.2314,134.7741,0.0,155.5,-121.05006,257.37897,-2.500744,326.40024,124.26259,256.77512,592656,0
65.02433,103.61604,21.875008,152.9472,-75.47383,118.1949,-34.53198,149.00165,-142.72218,252.82924,-2.3876493,324.22888,122.13334,253.54308,592656,1
63.78745,103.639725,23.96145,152.4285,-69.787636,124.956856,-26.846752,151.62766,-135.268,270.48206,-4.9982457,335.58313,117.78651,273.09412,592660,1
64.66946,103.626755,13.691515,154.50821,-73.96304,120.11937,-37.77703,147.66591,-134.20432,268.66306,4.038879,339.9666,133.59303,263.03278,592663,1
65.10561,103.613144,9.850991,154.98787,-75.45321,118.22186,-39.21909,147.02666,-141.32533,272.72458,-5.605933,340.11057,132.06348,263.19034,592669,1
76.81332,101.408554,45.602757,143.83899,-65.574425,129.2386,-7.3309383,155.21672,-125.64254,272.46906,6.8722453,334.0827,149.69241,252.66885,592696,0
74.40737,102.16354,44.87322,144.23407,-64.48848,130.25842,-2.0742903,155.47736,-141.27263,263.56924,-14.435143,339.10144,133.05489,261.41693,592885,0
70.19304,103.09956,25.678093,151.96385,-73.52937,120.653404,-30.045776,150.62354,-140.6248,261.0496,9.772649,323.61108,132.63185,251.45052,593160,1
65.72105,103.585815,21.061977,153.1358,-74.98802,118.82493,-35.204014,148.73648,-140.9818,264.14807,6.9654927,336.8211,134.02779,260.21313,593428,1
70.03507,103.12547,24.465328,152.29568,-76.21667,117.20996,-34.878246,148.86577,-144.80247,256.61563,0.74574405,324.11496,133.17882,257.24323,593528,1
68.728325,103.31503,24.802732,152.2051,-74.97566,118.840805,-33.120476,149.53952,-142.37956,249.88951,-4.1720233,322.24615,121.011925,253.81676,593643,1
76.536224,101.50406,44.26139,144.55908,-68.150055,126.685875,-7.9304194,155.16841,-133.42961,267.71317,4.5973654,336.19467,147.55762,248.89578,593871,0
68.13624,103.38649,21.719152,152.98393,-74.19759,119.8272,-33.9584,149.22333,-147.64368,261.89337,-4.8568926,331.09937,132.33667,261.07828,593871,1
65.8989,103.576164,26.373976,151.76562,-74.382286,119.595474,-30.32521,150.52989,-148.73895,257.88086,-10.271956,333.66983,133.91356,261.45514,593993,1
74.85753,102.034874,40.99669,146.19873,-66.55522,128.2894,-11.638009,154.78445,-130.5038,247.76132,-2.528002,314.9563,138.8103,243.31813,594694,0
63.100437,103.63636,8.381636,155.12953,-77.40989,115.570045,-41.119156,146.14003,-136.27528,247.76053,-6.1544724,314.9035,116.28441,246.02132,594694,1
77.1547,101.28775,49.938953,141.31523,-61.87827,132.58383,0.0,155.5,-131.26651,270.6174,2.35697,336.08594,148.87337,254.18903,594777,0
56.45671,102.989716,0.0,155.5,-79.720085,112.16922,-47.17768,142.95767,-151.44975,261.2019,-11.228262,337.3545,128.0728,264.58255,594807,1
71.64769,102.83026,44.429916,144.47012,-58.77712,135.13411,0.0,155.5,-124.983376,261.91223,6.9899244,336.34134,130.41626,260.8386,594953,0
74.55635,102.1216,45.178238,144.06989,-61.959297,132.5142,-2.4283867,155.46896,-127.92289,263.85056,-5.781421,331.0622,134.00183,256.76065,595281,0
75.08786,101.966835,45.22105,144.04672,-63.873398,130.82204,-5.3725567,155.34796,-131.15257,267.32,1.9271382,336.13446,142.6985,253.84473,595284,0
66.72312,103.520996,19.561823,153.46416,-75.511444,118.14566,-34.53909,148.99887,-141.19981,256.37054,-4.1346984,328.8818,132.52649,255.29178,595284,1
