"launch_angle","launch_speed","spray_angle","bat_side","t","x","y"
0,97.2,-15.7137329656418,"R",0.529533516348503,-20.1280841282753,67.8266913661314
-11,46.2,-22.7270105403661,"R",0.321502392125386,-8.21663079967579,19.1575821494091
-21,87.1,-8.09628285031203,"R",0.124545413197556,-2.04674817225358,14.4186219614957
29,104.3,2.93683878860152,"L",5.78326336926349,-9.66312668075459,424.87558871662
-21,83,-19.3204671114091,"R",0.130173075127412,-4.83939110881313,13.6659204841624
7,100.6,3.62329262519901,"R",1.42608799993206,23.6855757824844,175.644875530669
9,97.3,10.5017614996541,"R",1.78337794286556,59.2429988304633,195.903537840273
18,109.7,9.14046051980452,"R",3.99011910710798,132.212036858401,365.60178867931
28,102.8,11.8091572722218,"R",5.29233093444684,156.854625534872,363.317650849905
-8,70.9,12.7786532836054,"R",0.301881841634488,7.17345112122199,29.2451665730344
-15,92.9,-13.6072946398482,"R",0.155651274513675,-4.74608971593547,19.4340850369044
21,85.6,-26.8231698595407,"R",3.29444615544653,-164.390923646978,229.280205313103
-28,62.2,-31.6906005999743,"R",0.133322126011503,-5.58089050939879,8.9393319355943
54,79.4,-9.7492607059672,"L",5.75359548203441,-58.4718532169777,197.92339544058
24,76.6,15.2934448872569,"R",3.52235896874486,105.979210758077,235.97175180649
7,91,29.5489085327445,"L",1.15483796542567,74.6562326500783,111.384972156684
7,98.8,-4.87146119314116,"R",1.3400935143416,-9.534514708419,166.8830628926
2,110.5,-22.7484495191075,"R",0.672937019227001,-41.5592906733134,90.1280289859814
39,61.5,-14.1526632700507,"R",4.07869633462759,-55.6684803506904,196.442864521924
40,97.3,-19.4272126689791,"R",6.25494156722034,-151.630404448002,318.675573916881
-11,104.2,-18.8097283307177,"R",0.180539636381546,-8.62151885491318,24.8625812968498
19,110.4,21.3650326820245,"L",3.95440637417476,198.473976198432,342.36303274062
27,78.5,-6.36987758382963,"R",4.1963398525586,-25.5894915680577,295.100498893267
-13,60.2,-28.1461764103785,"L",0.250855425210962,-10.245206690601,18.3781992716913
36,99.7,-3.65084925810715,"L",6.0954727182806,-70.2282454296681,368.202025719868
9,106.2,4.49953057667973,"L",1.82772681336285,8.91637234341937,229.783091113134
47,89.8,-13.1730127587511,"R",6.22372646336626,-74.4744104072466,274.07164072803
-18,87.7,-14.561215449702,"R",0.140927486687996,-4.27504852431876,16.3212697951751
-8,93,23.7957762037706,"L",0.246438153611995,13.2915155271504,29.2806947203008
29,71,5.3946588888016,"R",3.88651792233565,48.1644223547283,246.713875883868
8,75.7,24.20033632192,"L",1.18193001183323,54.1230427530718,103.198288335153
55,80.3,17.9237553653283,"R",5.77277356341412,91.5025560574515,178.861877821025
25,104.7,22.865848290578,"L",4.88669174278942,220.705646075518,346.070207087429
0,80.8,-1.27709913495293,"R",0.561709004254877,-0.303680290872377,62.8962019953506
-3,85.8,15.5705576318566,"L",0.399186677356533,13.2916468215236,46.0292570026602
-1,106.2,-32.7057335198952,"R",0.463333023816434,-38.2428231618609,55.384941315469
22,76.2,-31.2427585374684,"L",3.10922102940766,-156.168651497626,174.250063890827
61,79.9,14.0007542687384,"R",5.89937448912873,61.7255098059634,148.177643813734
22,94.8,1.41610791918113,"L",4.32765951814698,-22.6099509472607,364.234124698262
-7,88.7,-14.4536168666571,"R",0.275032202105287,-8.72353657440864,33.163667445013
51,87.4,20.2747942487596,"R",6.01116154580157,124.857648111928,207.182504781531
51,96.4,17.5114343419767,"R",6.4945947575156,127.121653133324,230.101236093077
-8,100.4,-22.2674419414836,"R",0.23317685246417,-12.7367892568999,30.2682305448035
-20,84.6,31.5100222571436,"L",0.133524027476937,8.04879188755816,12.9398032010282
-21,89.4,21.635338512136,"R",0.122465717044954,5.5415668243476,13.6190722322489
27,93,-33.1737669011124,"L",4.34441999952802,-237.039649114078,215.99713594011
25,101.9,-25.6863898442372,"L",4.56199188758388,-235.610568438158,276.286158903732
-14,102.7,-5.17631319344815,"L",0.15178796069357,-2.09692283852836,21.5525783186299
56,87.6,-20.9550306199443,"L",6.1622159258224,-111.301602179762,176.251904905485
-11,60.2,22.7998176226715,"R",0.279237605864393,9.51761146402747,21.5454985033357
17,83.5,8.55106371030104,"L",2.9839795477173,38.5197363069217,265.333005609609
-17,69.4,-14.6725441902239,"R",0.18062524446571,-4.39495271356772,16.622483456719
-28,67,9.8082526082453,"L",0.124392463218086,1.80760476211946,10.4439876389426
22,73.9,-2.03371178723511,"R",3.33544754316589,5.99797862679005,252.135304970948
21,82.5,12.0562059581891,"R",3.4312375372128,98.8112187408124,258.971402980753
4,92.3,23.8053039289384,"L",0.842893084701277,45.8492325837327,92.5439525196755
-24,89.2,-26.2036441950459,"R",0.108764007175255,-5.67866679353188,11.4187285043229
-37,82,-11.9246980013354,"R",0.0816230598671562,-1.59741857779827,7.54602535137491
-8,71,28.4315744493355,"R",0.308090196360105,15.2655731076373,26.6291685396661
-1,96.6,-13.9353462006732,"R",0.472780137780789,-15.7891793501713,61.1869618818125
-7,103.9,-7.57406057353643,"L",0.253346107769497,-5.39439396453481,36.5348189221164
20,71.4,-14.4244803611548,"R",2.89784239776507,-66.409560515301,215.553593236766
-5,102.7,20.9746830725228,"R",0.321143313524359,17.6377390161069,42.4147432924304
45,92.7,6.59430520653433,"L",6.30837767130522,28.4333755714571,303.238013045954
-6,106.6,-17.5348088629885,"R",0.266459783461838,-12.2987401960309,37.8671769627409
12,106.7,-5.84159069049659,"R",2.57340410292783,-19.66210964596,299.103695235697
1,105.3,35.7789825507681,"L",0.594601501677869,52.2900726332416,65.8534724698997
-5,99.1,-32.334046328292,"R",0.308872453508943,-23.5826407368834,35.6189253093671
56,93,23.5387592648039,"R",6.40584643591925,129.589107763389,174.672975668973
36,87.6,22.7598160792643,"R",5.15149542598721,175.73379197836,253.432906894503
0,110.9,-5.41828827643246,"R",0.52882313949789,-6.87865254512681,79.8224412318081
-2,105.3,-23.5660894612976,"L",0.461642842193843,-29.1503361491895,59.7119254887845
-7,97.4,-32.9416304625753,"R",0.260293176765253,-19.8000097724708,29.4503128905382
-44,74.5,-12.2034729862834,"R",0.0780896486741769,-1.27910054996457,5.90080986623565
-1,90.7,-2.87737849340594,"R",0.491058714853152,-2.33299316297996,61.717839137196
15,108.9,28.7474646902683,"L",2.72416144314193,188.96307997821,239.92040121253
-17,99.5,27.1153749379624,"R",0.133904473181963,8.52205139336702,16.1677863791228
17,92,-30.8752038307255,"L",2.98236357322493,-184.418264091651,198.214280639207
21,73.4,17.5222137252402,"R",2.99488726910268,99.7979982023915,204.31953466367
-31,75.9,-17.0509414859411,"R",0.101756641861883,-2.81293054396175,9.11821001049224
-21,64,16.7552233340634,"R",0.164793462505846,4.19873700852909,13.5233697304825
24,95.3,10.7691632721637,"R",4.4417837964935,128.291661571021,332.482370026581
46,82.7,16.5824387816627,"R",5.59611784789048,112.384476650738,232.631154355859
-26,79.9,25.9163848622882,"L",0.112548507892471,5.12589725328241,10.4447615237674
20,78.7,-28.5118548155576,"R",2.85484075419772,-142.624938233717,191.310079977926
-14,74.8,-29.4043333584306,"R",0.197495125817985,-10.2199086076266,17.7584100000837
-27,94.9,22.6923278726469,"R",0.0929468633468692,4.44311482675586,10.4268492859718
-1,68.4,-13.7678260082349,"R",0.511874213822616,-12.0872931805348,47.5321778542297
-14,103.4,-14.3000716491187,"L",0.151777755479977,-5.59910386474192,21.0614875878567
24,96.2,26.7923889794963,"R",4.1893997929588,218.271294948556,253.61378494044
10,83.8,-12.2917372650326,"R",1.62810006187676,-40.6154728099487,165.408305545653
-6,80,15.3173785610131,"L",0.317444802797181,9.65937032891726,34.3936127779905
21,104.1,-20.2176518218134,"R",4.22826896940221,-184.3605438577,344.235226700546
19,90.1,-1.53295431410321,"R",3.60281360638285,16.9601373494737,318.759516134891
5,101.4,30.0527950363798,"L",0.963561597705486,70.1294976034792,104.695823998183
4,107.7,25.5095455460106,"R",1.0984292806005,76.510455669499,125.922867149956
8,108,-18.353103023612,"R",1.45979181441701,-71.256935846407,178.899709121909
48,73.6,-4.8562137696364,"L",5.24586321037282,-37.0933785727768,220.153449572116
1,100.2,-10.0064557207116,"R",0.599248692581048,-14.4464462488141,80.6383048686273
59,85.8,41.4328159870684,"R",5.96997977186789,153.359378208133,98.6604846791469
42,85.5,3.95322186709189,"L",5.75397908491367,8.1693717985305,296.874462887098
-52,77.6,-16.267695510034,"R",0.0664765557165207,-1.28721154032892,4.39539757086118
-20,63.9,51.8724934762923,"L",0.171690977382269,11.7230103303629,8.9973523924521
35,89.8,-21.597665315396,"R",5.44354833587551,-164.264466012759,301.20596736555
23,103.1,2.68922917430679,"R",4.8021878097941,73.7332606601406,398.752633417072
35,92.2,9.30954127466379,"L",5.72199333258916,58.737497098724,352.08368707619
-18,100.4,-9.51028761886487,"L",0.12534108313558,-2.95074584882246,16.9361543598172
4,89.7,-22.4267557207726,"R",0.838538752413337,-42.0162694898567,91.0149227773082
10,83.6,13.0268646488493,"L",1.61453653059175,43.1196205350092,163.01788678416
22,94.3,8.0906197777961,"R",4.14724636072866,103.453960815708,331.536747873871
-7,108.1,6.7008227829974,"L",0.241472205995496,4.20042722298482,36.4136799115752
36,81.9,-25.598668959821,"L",4.82199654972079,-171.054326000896,225.721222632236
-6,93.1,17.0353378119441,"R",0.304410795723082,12.5003241298066,37.6586546039541
-7,79.8,-18.3291714953064,"L",0.306227243507142,-11.5043318971403,32.3206494990273
-22,79.7,-18.1350484762268,"R",0.129860067376979,-4.33009582893318,13.1012712967117
28,85,-26.1495883849519,"L",4.21925647564422,-184.519279155792,232.713817478922
29,82.5,-8.48634302501746,"L",4.47649897304662,-86.840419573651,294.54995519187
40,85.5,-4.78961748963717,"R",5.65231031485109,-14.6712266839813,306.451541783323
18,67,9.98863176153514,"R",2.43596303783174,51.1961069130028,178.250984259926
-18,66.8,19.0516732348616,"L",0.178461795297134,5.37009435476654,15.3555275659134
28,69.7,-11.9413202808312,"L",3.64938206115544,-78.1655964696644,224.863091361418
38,100,0.519313764321948,"L",6.30610748735883,-28.2266265483469,368.308595421165
-28,86.6,14.3915021093831,"R",0.0980936721605785,2.74288882075587,10.4628704433731
-22,105.3,11.9877863515709,"R",0.100652665450784,3.01719227855364,13.8237931604653
-10,82.1,26.2673796335878,"L",0.233318894525973,12.1285372389665,23.9384739258862
-1,67.8,-18.4896125844942,"R",0.513482386843044,-16.1857300184434,45.957979799191
36,58.3,31.0123793943444,"R",3.49161497951381,111.89449800442,138.99794957917
38,85.3,-18.0670507894564,"L",5.25603728869176,-142.471325037392,262.364132694894
9,98.3,21.3068807617069,"R",1.81887939304298,101.078605103879,179.924215332374
24,91.7,-7.5045996682421,"L",4.34156890213389,-96.6288766594267,330.360968268214
2,97.3,17.3842348990558,"L",0.671935739386483,28.3460352984167,83.7761192104513
-40,54.6,27.2999966401046,"R",0.113172765913597,3.17075495792985,6.04939334007949
34,103.4,-6.78333531049852,"L",6.0630151093287,-107.854758329948,378.796468458383
12,78.5,-35.1795107254682,"R",1.63423099536307,-103.576065754367,117.193524525747
12,105.5,-7.70659962953374,"R",2.52773486479079,-34.917137562035,291.601071415247
-2,88.6,0.631179294692571,"R",0.448476587176446,1.53033700439053,55.3111777617475
-24,70.3,17.0520036619361,"L",0.13529280218459,3.69252670639372,11.9424383973841
-58,74.8,-28.8613458622634,"R",0.0641994906902711,-1.77715491742832,3.20501876982507
0,90.6,35.319478097506,"L",0.540592855534826,40.8049742866495,53.0885524070729
-20,69.5,21.6487581502806,"R",0.159983075730772,5.68167487603741,13.9029683201704
14,105.6,29.2446338901659,"R",2.85856113836546,197.72898952843,220.588830837176
18,104,-1.74564813407648,"L",3.91475730860321,-58.068170674564,371.931350857615
-6,100.3,20.1589342819385,"L",0.277318957785373,13.8151140112709,36.4650063649501
31,94.7,8.12668633675662,"R",5.32171113973939,107.637464988631,347.84122403568
63,86.4,45.8429266681956,"R",6.04814712628172,139.579007441933,67.920969291857
-11,88.9,-18.7812562974752,"R",0.205044447914342,-8.3523915221437,24.1006686391661
7,82,-18.7812562974752,"R",1.1285393363961,-43.9854736487356,112.641756331794
-43,60.5,18.0867540561813,"L",0.0970678848373824,1.93077320699851,5.88300171642826
4,89.8,-4.6026209628008,"L",0.931363464361316,-14.195846284844,109.652577068352
25,85.4,19.4164049057178,"L",4.13971692498614,138.185645691178,289.347530712008
31,56.3,15.2609681193713,"R",3.13916695826319,62.1959228849257,161.791057151821
20,85.9,-0.618485917483292,"L",3.57312264516711,-31.5840251064942,300.761979259971
48,99.2,17.2717658439489,"L",6.74640226077679,112.472824068762,280.914883154895
24,105.1,0.953452012866848,"R",5.08758769528816,58.0745343428477,417.841791011923
38,84.3,39.7833626055918,"R",4.90863523463901,223.205427989881,164.224748212531
14,94.2,33.4402383418703,"L",2.17937002273161,153.070644244189,170.752221645423
12,65.8,0.389315143156286,"L",1.68125712426574,-6.30160419575431,139.34377861509
5,99.7,20.4138545542628,"R",1.18074606704264,64.4451498020453,132.418346110008
36,91.5,16.8531268800362,"R",5.44538934944137,154.729612050622,290.905401106258
20,87.1,12.455837440584,"L",3.60702327233114,78.8875437983135,301.340153440699
-10,96.6,-28.4297055675598,"R",0.206397826421969,-13.5547849738284,24.3909324501507
43,83.9,-1.24983510538349,"L",5.67590229425311,-28.3194474075969,282.722585551815
-13,103,-34.0207524635437,"R",0.160498054736425,-13.0508494496672,18.9127099003787
1,81.5,19.0547077685423,"L",0.60304592309891,23.4991085507037,63.4670511115642
-31,76.4,-18.7423606885462,"R",0.101135177390682,-3.08506601699622,9.03404591407657
48,80.1,-27.862309925691,"L",5.42494912894421,-148.70353804504,183.273850216457
49,84.6,28.1744912446055,"R",5.70320274528765,157.430494863218,185.942239844355
-15,78.3,-3.9079773279682,"L",0.180744558399163,-1.45820016316397,19.5356476673307
37,88.3,-19.436812192181,"L",5.31758366060612,-159.283118709346,268.024049199267
22,96.3,11.8734806764233,"R",4.16089540551592,134.398731105177,323.639812456141
14,75.7,-10.3009427189044,"R",2.18874182797361,-37.4306803505516,193.321752412915
27,88.1,-4.54506386692795,"L",4.60870182444056,-68.7664384403504,330.672937786697
-13,95.5,-20.0447532355338,"R",0.17055436226186,-7.88615794712669,21.2598372271699
62,79.9,2.09886343685129,"L",5.97931688615022,-2.2305153386963,153.624779671088
-49,56.6,-34.5634831565242,"R",0.0940787425524676,-2.86980928461951,4.13413270801451
4,92.5,14.5398314453006,"L",0.850115294384603,28.47240696209,101.030977676665
64,89.1,-17.7102705323246,"R",6.50031091315584,-56.9546441004525,137.174945655593
14,88.6,20.1702982797504,"L",2.30133084424194,100.141311200639,209.655705999218
23,77.6,30.587843521158,"R",3.28583805765042,162.591521318068,183.325275738078
-10,98.3,19.0033041940798,"L",0.203040180291318,9.27235864953207,26.3854555386507
51,66.4,-23.3014255873133,"L",4.79273624442668,-94.4943749351097,156.112781886018
29,71.6,25.2726448101459,"R",3.69852283638379,136.898799535608,195.189230487343
12,106.2,-9.55093418390921,"R",2.51090191057594,-50.5492864139761,289.664325530815
46,77.5,-16.7513767356716,"L",5.30043633292419,-102.913346130818,218.286938392433
20,101.2,16.0045442287395,"L",4.08702057095752,136.806269419148,353.830779494435
12,108,14.1144227489749,"R",2.58791902281502,117.295938463389,267.32149198072
15,101.2,15.1849391655986,"R",3.03144256917718,132.730725737919,276.206136498226
34,100.7,22.3620742389254,"L",5.90242649601499,201.11546545316,336.722559269562
71,89.6,9.83173836787849,"R",6.45854680914612,34.5357218016142,78.3791728200317
2,94.5,-28.2340909998287,"R",0.671840896672053,-43.5695610077653,73.6166930438268
0,107.4,-2.28978138673986,"L",0.552635924774743,-5.3052177271185,80.6877025512869
30,96.9,15.3648993771773,"R",5.17524776115697,166.525165151785,323.828944630201
-6,79.7,-14.8191848527635,"L",0.331326451046988,-10.2732838847072,35.6225075189556
30,66.7,-24.0254727953233,"L",3.55279164141121,-117.764374249787,183.028595971312
17,101.8,-10.0811308955727,"L",3.50391891757208,-116.569488500013,319.413516501567
-1,69.6,-5.24702363981328,"R",0.515102326424626,-4.21571396143672,50.0397187443174
-20,72.8,22.7293933432942,"L",0.152453355031671,5.84899366550068,13.7879840539535
