batter_id_hand,batter_index,batter_alpha1,batter_alpha2,batter_beta1,batter_beta2,batter_w1,batter_w2,batter_shift_alpha1,batter_shift_alpha2,batter_shift_beta1,batter_shift_beta2,batter_shift_w1,batter_shift_w2
457803-0,44,3.5609955146215952,2.923691684205711,7.282193210837556,2.3944077338575687,0.34896585070872993,0.6510341492912716,3.0841393018823977,2.0415429698250205,7.247350549487705,3.522984915486458,0.3787724793515416,0.621227520648458
457918-0,45,3.5369461725280775,2.6457149904174213,7.186920838914738,2.4379071986176073,0.36544523124177375,0.6345547687582264,3.3753106792516436,3.052640618778841,7.8456163367567635,2.3253849035757104,0.38669204790795997,0.6133079520920385
458015-0,46,2.573878489844995,1.804106160175185,6.893990336949162,1.9774877100248103,0.3027975023071289,0.6972024976928712,2.441698201504524,1.9721061393431787,8.375760243792186,1.847902675636966,0.2791225189632479,0.7208774810367515
458681-1,47,3.7205266870028555,3.3422886726148917,6.7051789378168465,2.163909827047179,0.3129832943526103,0.6870167056473911,3.16340686037634,3.0308491831841238,7.596062121591588,2.450638859724507,0.36620162805211204,0.6337983719478879
458708-1,48,3.805749601090312,3.0818522621757207,6.8799421173595166,2.3724360939961433,0.33320291058949647,0.6667970894105038,3.3760555605320595,3.0884042498127733,7.652982769625034,2.2941013291884933,0.3750261334455146,0.6249738665544857
458731-0,49,2.4012887162179246,1.9859717337532006,7.584191209068741,1.8446075334354617,0.26638509991666076,0.7336149000833393,2.8556482921085156,1.9234383759880593,7.816246712237129,1.4665051169344632,0.3377363385844494,0.662263661415551
459964-0,50,3.0449313848056443,2.268035069348604,7.417252559540926,2.304350603976779,0.3512195509102577,0.6487804490897432,3.1406893302396606,2.0016859046860627,7.910322297914398,3.124688698843271,0.4176908245191004,0.5823091754808988
460077-1,51,3.245917631765399,2.40469643720777,7.26119424770974,1.8715277170865714,0.34722836010832425,0.6527716398916762,3.575348147153074,3.460613576123298,7.281262935410815,1.5757256971963813,0.3449652177383873,0.6550347822616127
461865-0,52,2.720686266242827,1.9070648541468493,7.56264871166452,1.8316216766225166,0.3575334036325581,0.6424665963674403,3.486032154249726,2.990933730703019,7.870410884511145,2.3746977423085145,0.37510797193826717,0.624892028061733
461865-1,53,2.894869270523173,2.295228668036775,6.6967486894289285,2.2520092428067873,0.30850191777467617,0.6914980822253243,3.32848583435339,2.9978529525703657,7.968821180442518,2.351619159682697,0.37603507715880063,0.6239649228411994
462101-1,54,2.7853769511795514,1.9840723952060864,7.973475511485141,1.7151725679166332,0.2779552364831849,0.7220447635168149,2.6029127375806533,2.3439537505656536,7.70044225466965,2.985714800907034,0.35191789665457296,0.6480821033454264
467055-0,55,3.594012802484076,2.3568872564807313,6.804576639747639,1.5341635416299424,0.33468551620909914,0.6653144837909007,3.8237800692624644,2.723295035949997,6.976028425016234,2.684069692484601,0.38093047817409215,0.619069521825906
467055-1,56,3.5525492787553867,2.64269673553178,7.064102419876421,2.6581248314645167,0.35827516872157006,0.6417248312784289,3.356392970107299,2.9925880741223656,7.778995839538951,2.4417813071350394,0.38066471305846056,0.6193352869415389
467092-1,57,2.500471602936181,1.9597503430683294,7.1909029874273775,1.7095677579447204,0.2814001286119749,0.7185998713880246,3.1292016878208093,2.057546520423805,8.64112405519501,3.4646295651266947,0.4381778600443356,0.5618221399556651
467793-0,58,3.333944374248295,2.444514024016332,7.627451223870621,2.7919291413241267,0.3782214580893553,0.6217785419106444,2.5244971749618124,1.7187053631637172,8.02097300491396,2.1087176809265493,0.3801417383407736,0.6198582616592259
467793-1,59,3.0790146330002615,1.7802557202549927,7.22357917414247,2.1300236886885426,0.3306900134444858,0.669309986555514,3.062206726773547,1.8933176964387821,7.362325075447351,1.6676238764422149,0.3736999039081176,0.6263000960918824
467827-0,60,2.2640365343656144,3.420963321970592,8.063972544277018,2.213798834893266,0.21659235512865677,0.7834076448713443,3.298991593746788,2.342882979724765,6.530361355530686,1.9037577467192925,0.30110016004487616,0.6988998399551227
468504-1,61,3.395161631737339,2.9635475765332626,7.181231288890327,2.2571791998323807,0.3487460991907276,0.6512539008092708,3.353254038118853,2.9509811261355683,7.924183602275389,2.3112158595211603,0.3869229293477639,0.6130770706522364
471911-1,62,3.6742752533999967,2.7229308965596997,7.412826567356155,2.440183077351953,0.37251613296747493,0.627483867032525,3.352190342687572,3.146736535718777,7.738743624180645,2.3899120150429347,0.3758112517424146,0.6241887482575853
474319-1,63,3.353248169152265,2.355700019470528,8.020244342880996,2.773386481797361,0.3907770981866914,0.6092229018133088,3.2010729492995162,3.02126031561252,7.843761631523939,2.4308013722308104,0.3716250947205235,0.6283749052794758
474463-0,64,2.4784434424497177,2.45813146776181,8.497451481558333,2.191001612533582,0.37729761168851356,0.6227023883114862,3.314897844601967,3.183228984735884,7.63365154800337,2.450055386057652,0.37813051349822097,0.6218694865017782
474568-1,65,2.4195089998080013,2.0567054059888394,8.205520015078731,1.6736054938536629,0.32573272966417555,0.6742672703358241,3.3776626878592357,2.0870621912142164,7.555302072662507,1.6632420884296033,0.41016898602725604,0.5898310139727432
474832-0,66,2.5105603732759216,2.199116342380784,8.0778243331597,1.6459895168806273,0.34639187460261417,0.6536081253973869,2.4623973520993427,1.8003367128444536,8.29553268749067,1.5338448994217306,0.3170788945288663,0.6829211054711315
475582-1,67,2.8779143857800147,1.9629904476768216,6.566447811953528,2.0799187247799313,0.2760218251502056,0.7239781748497938,3.007546055503091,2.658784826400604,8.389372785229963,1.5977255106113908,0.44676714883824276,0.5532328511617578
476594-0,68,3.579238239264163,2.9334728104751586,7.0325754549509805,2.4009698242553688,0.3495117305419496,0.6504882694580497,3.388753937212876,3.088140353418757,7.922089024614868,2.492299284524954,0.38432813509079417,0.6156718649092072
476704-0,69,1.8736370243757512,2.905791825457114,8.539956505244854,2.13724971097203,0.24738371352422597,0.7526162864757753,2.202432291546362,1.8923175916407964,7.6053889351415345,1.955383847833312,0.2898081743104287,0.7101918256895712
476704-1,70,3.1623267241039277,2.315401764962998,7.587713073704777,2.0043435615546623,0.27225975947622394,0.7277402405237761,3.1561814380796878,1.9771628371805443,7.920281448208048,1.6231211108693804,0.43798989855186377,0.562010101448135
477132-0,71,3.208039086695088,2.5158769581295752,7.092419621378294,2.187887083358636,0.3226076452035398,0.6773923547964593,3.340115076709318,3.0628136253649516,7.78104556051088,2.4062617473929824,0.37606583538450233,0.6239341646154981
488671-0,72,3.3044387822049246,2.448059872726513,7.0690065621233575,2.7604697968741183,0.34702521662857616,0.6529747833714237,2.4607756899146276,2.0999112866048018,7.552353614277411,2.294342343973779,0.33062302193685106,0.6693769780631491
488726-0,73,2.274631518137084,1.993451551276386,7.4652840716001245,1.9582316177673897,0.25424499031657294,0.7457550096834277,2.902801578263042,1.9841899789099415,7.434173955069229,1.7296875017567002,0.2809368794449868,0.7190631205550126
488771-0,74,2.3103736424926895,2.3107647111501985,9.647738620074193,1.8676552154015051,0.46822620564092193,0.5317737943590779,2.045367079454137,2.0381524272314135,8.392151133164852,1.7816267981994225,0.3140310010248617,0.6859689989751379
488984-1,75,3.243890846916636,2.666346994544382,7.959226502774335,2.5327685764666867,0.36403142817906414,0.6359685718209354,3.258437199395602,3.0732034066981706,7.815141195584175,2.418634196867862,0.37910963910418316,0.6208903608958161
489119-0,76,2.157997104334444,2.8854215554858946,8.54100947862156,1.3638425960281788,0.3124248902409978,0.6875751097590016,3.4112196241641843,3.0947106374359357,7.72275162035045,2.3999094339697353,0.37958541763278464,0.6204145823672136
492802-1,77,2.8611172029466077,2.536287682289234,7.9693452792344175,2.211063993552927,0.34945841080846995,0.6505415891915313,3.4061570976704223,3.107577655288861,8.012904237995546,2.297063910631909,0.3749506632457774,0.6250493367542236
493329-1,78,2.7475563362528823,2.060119560529571,7.211502329962288,1.7901011916924912,0.24580597501588075,0.754194024984119,4.0408938514110435,3.605432081407151,5.858668533845109,1.9650614364523915,0.22022027059805252,0.7797797294019454
493472-1,79,2.710939612307406,2.8289189601877887,7.9064564817046,1.7494078568630167,0.32996314044508335,0.6700368595549152,3.289190393384812,3.080317572235174,7.79699549079988,2.3159210595949955,0.3784904841726493,0.6215095158273496
500743-1,80,2.709748642040294,2.033525694699385,7.095743536639143,1.6819937471814919,0.23842958563244482,0.7615704143675556,3.631344867713617,2.4819882270334,6.127795891570935,2.316511702299549,0.2995667940709099,0.7004332059290902
500779-1,81,3.3339824172140125,3.5666776213336107,7.572249278163101,1.62752073544799,0.3230084542032218,0.6769915457967774,3.321546697926719,3.124164249576855,7.818269285911338,2.431436836352019,0.37320796583276056,0.6267920341672393
500871-0,82,2.8282414549259514,2.4982160205963435,8.49230762632821,1.494452258952023,0.31781099209572555,0.6821890079042752,2.415849471399051,1.7724290659049982,7.840848330933927,1.7902148685936057,0.311045660361023,0.6889543396389756
500871-1,83,2.753332272956703,1.7194381139545183,7.545253172949278,1.8533339326653786,0.3591649867450589,0.6408350132549404,2.7474304713833897,1.9113157885648484,7.546278284135097,2.327603327774684,0.35163559480408285,0.6483644051959149
501303-0,84,2.225297643020668,2.0263791533897653,7.105381835796467,2.1862193134895485,0.26272436882664324,0.7372756311733576,2.7829466585626403,1.924939754595101,7.978904078111749,1.9575479603652544,0.3867457302240577,0.6132542697759439
501303-1,85,2.796455987720494,1.7137555464590093,7.952302091791754,1.7905363059507764,0.4107541271629499,0.5892458728370504,4.706765809914083,3.2283466222688952,6.081976871249209,2.6423263387933917,0.3666895975162613,0.6333104024837383
501571-1,86,2.73911065453695,1.9687817234025267,7.2020607397263205,1.528631254160483,0.2675020677153198,0.7324979322846799,2.295965416168923,2.698738925149743,8.983949505402828,1.9955550914692604,0.4249385864308913,0.5750614135691082
501659-0,87,3.6082246253185404,2.3678390839877066,7.030804519128924,1.778834641362314,0.32187423118295905,0.6781257688170386,1.8952781615307304,1.9929789811489322,8.999582016962409,1.9643696060179785,0.3565944526329163,0.6434055473670831
501659-1,88,2.8742229804812744,2.430034653684949,7.495409914955093,1.71831820455567,0.32910072934526263,0.6708992706547382,3.3353044919045534,3.0089935528956824,7.9166361166934465,2.3242179081963137,0.37872886496515246,0.6212711350348465
501981-1,89,2.872143189805147,2.0008848166346667,8.366224506547692,1.7412655557552679,0.4137551852524384,0.5862448147475594,3.0128013986324027,2.359335550380341,7.7946645942641455,2.218117799749317,0.36828620954580166,0.6317137904541982
501985-1,90,3.597674064779592,2.99524279886755,7.339715830795711,2.3974443883759173,0.3468995642404314,0.6531004357595661,3.286877376518274,3.106353737418227,7.9159209266221335,2.426018201940928,0.3726207500810019,0.627379249918999
502043-1,91,3.262896468844226,2.6362451722351485,7.685213008590361,1.5740236262440155,0.36609533093850877,0.6339046690614911,3.2825834677942525,2.99483454308596,7.719748745387384,2.4070641335570144,0.38181223266741604,0.6181877673325845
502054-1,92,2.8066695800128674,2.129774661398185,7.018664552662394,1.7230947659612434,0.22907247406313566,0.7709275259368632,3.338250065000174,2.6241086942367966,6.796043757097272,1.8255129576304034,0.2910724492687675,0.7089275507312327
502110-1,93,2.799280429665608,1.9845992611314434,6.656430922030129,1.6249487088049563,0.22014876843220685,0.7798512315677926,2.7593055209560617,2.1392230669503944,7.429545013454294,1.7926760977121756,0.28776194476684763,0.7122380552331521
502171-1,94,2.9265795460216264,2.495768566327873,8.367265889889744,2.6073490556966235,0.3846455095034013,0.6153544904965973,3.3442671681021725,3.0361586560312097,7.86486346826857,2.3902223301235,0.3736186809810337,0.6263813190189668
502179-1,95,3.2810500824976985,2.7095867138782275,6.805305717073524,2.4674131587281103,0.31732269257610113,0.6826773074238996,3.28218780040599,3.141595615311195,7.852624371355719,2.304117217215328,0.3743098367080402,0.6256901632919606
502210-0,96,2.7435419873887588,1.9749298481721012,7.9361439158939096,2.771450501556817,0.3690757099312016,0.6309242900687985,2.7276887332012354,2.021010165986062,8.158640006547474,1.4205931160764302,0.33720586549002113,0.6627941345099788
502239-1,97,3.6672637317640584,3.3191318918357426,6.807183728907486,2.2017424987805003,0.31343339807197795,0.6865666019280239,3.2109055759531824,3.10406854335684,7.839329997292351,2.2967596614625605,0.3775740802139433,0.6224259197860558
502273-0,98,2.9693768874571385,3.0014629600025184,8.209153898137231,1.8810499491871178,0.29769394418870654,0.7023060558112938,2.9767787739105867,2.1536734081596323,8.296639444968212,3.15304241715533,0.4170592695542243,0.5829407304457747
502481-0,99,2.7437415789587667,1.8362751555846195,6.509656772208032,2.0567237315955755,0.2872524730677063,0.7127475269322948,3.4918571511640324,2.3311883782202036,7.4714147613397435,1.9530090412291687,0.40652132895854787,0.5934786710414521
502570-1,100,3.4218978747908393,3.3244238917398587,7.184529857258934,2.0548487926197785,0.3196684815840033,0.6803315184159944,3.3037336576897474,3.04256597965544,7.818513111815086,2.406020797298348,0.3763971691788244,0.6236028308211762
502624-1,101,2.801143741196461,2.7788911814184885,8.280794101248892,2.1875229105388025,0.349198480997699,0.6508015190023008,3.4253516137579316,3.040167121590101,7.76672259336848,2.3480178760532944,0.38224502594884086,0.6177549740511595
502671-1,102,2.646878079932917,1.9425368608807003,7.539249352436454,1.7307612262778498,0.2504625297496234,0.7495374702503752,3.581181933406728,2.0853570278204625,7.247046888454291,1.3794282701087872,0.33969271965295067,0.6603072803470494
503556-0,103,2.9711563184065644,1.9025098773171853,7.2685054326658065,2.830482993689743,0.354220395092607,0.6457796049073933,2.2302930090572364,1.7275758410349542,8.665101306270879,1.6788372292041878,0.387293303280181,0.6127066967198201
503556-1,104,2.305135346959547,2.0097648423671024,8.594960331654063,2.0260020146206585,0.3225734671210385,0.6774265328789623,3.9352217033703187,2.791581779470422,6.564648942451826,2.7391069715998215,0.3717726226254468,0.628227377374553
506433-1,105,3.4533482812950442,2.3280234256679324,7.131063985396544,2.4901091845265824,0.3470144271323789,0.6529855728676226,3.355824028661239,3.0449710648543693,7.885498205277306,2.3698856594687014,0.37555207042570177,0.6244479295742988
506702-0,106,2.5705332362326136,2.4226705524577397,8.141374223934047,2.3058256049564596,0.30914515044662055,0.6908548495533784,2.0891978526171138,2.185816575162644,9.354612909921862,1.45145028041195,0.43492800555719047,0.5650719944428101
506702-1,107,2.44001047849282,2.310526008196355,8.713677295215513,1.5654728999847176,0.3680941742089587,0.6319058257910429,2.528825839404891,2.549662089982645,8.639181499766755,2.469470422989463,0.39588788490011567,0.6041121150998857
506703-1,108,3.2303936223862646,2.0159675452033685,7.18900115327187,1.896063737932661,0.3525404194592907,0.6474595805407072,3.8111178783772393,2.7211907952672156,7.18614600653712,2.7107126294247292,0.3914662818603575,0.6085337181396427
514888-1,109,2.7451993279255964,1.7631692680175777,7.949392338801173,2.08518925406047,0.3586943759677216,0.6413056240322782,2.4470610965777966,1.5336619769992097,8.134554600225734,1.6971706137414704,0.359184083817254,0.640815916182746
514917-0,110,2.264905402295949,1.7979795184220198,7.7752521224667595,1.5569721472831801,0.30096242324822353,0.6990375767517768,2.5095236436991035,1.8732541591877774,7.26060188230922,1.459123695541755,0.2846403040961823,0.7153596959038191
514917-1,111,2.7186076562063928,1.9868602617395428,7.072607009310979,1.585156239592768,0.25832927464818733,0.741670725351813,3.960139010533268,3.4728865492575394,6.585057531960655,1.6506462792126486,0.31847141921087696,0.681528580789122
516416-1,112,2.540464887799456,2.0908798511484155,6.896882600102817,1.647093955150848,0.2105821868255968,0.7894178131744033,4.098414816569605,3.0482266921169665,6.387849721910065,2.6582236727702595,0.3604613249317942,0.6395386750682056
516770-1,113,2.4537822578006163,1.9156787646625892,7.091748693075134,1.74137455029072,0.2528083773247275,0.747191622675272,2.716329268912108,2.3027603687966316,7.285938168810346,1.808968834802726,0.2532071086050952,0.7467928913949053
516782-1,114,2.368450018680598,1.88163112244626,7.13145326100273,1.6971099321718042,0.2347260722510552,0.7652739277489442,2.5792898905863764,1.982428730183753,6.983784853682153,1.5436279677626032,0.2995726762953322,0.7004273237046695
518516-1,115,2.3286351816035116,1.895411079592078,8.680073865232245,2.469855793163417,0.4188561304748935,0.581143869525106,3.120763548542216,2.673992038854191,8.050993253614381,2.6999391840601747,0.4074608166882992,0.5925391833117
518542-0,116,3.1073332867012353,2.393689129826632,7.712537171333505,2.780620102763378,0.36852777028093964,0.6314722297190614,3.279806158549077,3.129174114542681,7.815784229735428,2.420944544722396,0.37318209088332976,0.6268179091166707
518586-1,117,2.7556868596311466,1.808280411903911,7.6878471293239965,1.5815762110441234,0.3125445808943252,0.6874554191056756,3.8368040713123053,2.631734937950718,7.555974284633291,1.920062384866191,0.408500571534534,0.5914994284654654
518595-1,118,2.5578917722588836,2.0777785599252576,8.226073275391778,1.7539936866404886,0.2612197829320663,0.7387802170679332,2.0805761373244334,2.2419455543646905,7.769403333098348,1.4237834123817783,0.3337643561766002,0.6662356438234007
518618-0,119,3.5118946245917817,2.6828826738142557,7.275425295759453,2.6288349627445524,0.3671027405309067,0.632897259469095,3.618809326438563,2.9065019154533487,7.347176486851618,2.3854976533417758,0.36989280055200774,0.6301071994479924
518626-1,120,2.6082003832520826,1.82048355069836,7.796693383914475,1.9612302036669456,0.3205866786816835,0.6794133213183176,2.5074661796957174,1.8031867844516647,7.047963495866097,1.8384517336492856,0.28327334363460577,0.7167266563653942
518692-0,121,2.7573936556264766,2.1878824003710116,7.6727935334162325,1.9778224629377015,0.24984959713549543,0.7501504028645044,2.3316311256013016,1.9888386241840945,7.630313312839636,1.6727423197459574,0.24878013996361387,0.751219860036386
518735-0,122,2.981236582327781,2.01590537800062,7.602180953690312,2.8158360728254936,0.36472059334430557,0.6352794066556944,2.217125189739163,1.7496002857617858,7.508977700937264,1.927895088019674,0.2800050276468341,0.7199949723531658
