batter_id_hand,batter_index,batter_a_gb,batter_a_ld,batter_a_fb,batter_a_pu,batter_s_gb,batter_s_ld,batter_s_fb,batter_s_pu,batter_mean_pull,batter_mean_oppo,batter_sigma_pull,batter_sigma_oppo,batter_alpha1,batter_alpha2,batter_beta1,batter_beta2,batter_w1,batter_w2
434658-1,20,5.917271400839943,7.278557415743694,9.979055178919994,18.980367235556937,6.139069916578538,4.4770156680340225,4.015982247653377,2.7684339649979997,4.557670007515343,18.157059486580142,24.100717221588447,26.80248995809404,2.9292767514702773,2.1122084595493322,9.453590777136816,1.8369998248982624,0.3062288795158523,0.6937711204841481
434670-1,21,5.132814492441026,6.114412441748952,7.935009377664393,18.654318402567814,6.738878738265489,5.100696603696113,3.840620571817788,2.7564070690863156,2.7176433780514446,17.89054501271171,25.125832113476633,24.07185620305027,3.375658919753518,2.125220708285641,7.888061500044897,2.1111452348721667,0.29397550387601057,0.7060244961239913
434671-1,22,7.359466908737251,8.671708308911848,10.745727885980862,16.952105412576987,6.209045585893393,4.768971338905943,4.518464484314952,2.5674742243157183,0.9613566101741644,15.22679259947019,23.83385355818791,24.06920530091972,3.343936700197642,2.5645485641622807,7.865043012874834,1.7936332610173498,0.226697274258877,0.7733027257411244
434778-0,23,5.99480916404157,6.7512843847342605,10.286875944757293,17.151696832447808,5.477192754834725,4.0158279846787,3.5325297052824705,2.150399219198032,3.5076568348456543,20.94570721472364,22.21815624265956,24.892581026532927,2.7180676409413143,1.9519063153595462,9.708043905852705,1.8572517297511575,0.2748850752145829,0.7251149247854196
434778-1,24,5.7727169624653705,5.821952889393028,8.403125428371348,17.007448622150736,5.604045254954829,4.865725096927185,3.3345897596818252,2.6026451148508936,3.0131283138523055,20.2408682023582,23.95181547896454,23.80297104292787,3.5588601056063602,2.1040067552932746,8.087143459588619,2.057802996872894,0.332919168315952,0.6670808316840479
435062-1,25,5.551328278083768,7.114311058216765,7.509754328645858,19.176814438310313,5.842844507522875,3.8488989887623752,4.42318494500731,2.316059490774333,3.3553265064060445,18.64748555316126,21.692792148141436,22.21255216108139,3.3803941473788517,2.233438631783257,7.71871901962648,1.9791307259752708,0.22999214855233524,0.7700078514476668
435064-1,26,6.997717800488628,8.911850277964328,10.378869001941716,20.309754210230412,6.461471353673918,5.4619847669024555,3.98433445079528,2.8901626862622476,5.650850853186309,21.47118854896246,24.507161689863068,25.014842817024324,3.0542925160598546,2.19354852526697,9.5463551955613,1.8679439172672367,0.31891184825519997,0.6810881517448015
435079-1,27,6.714255968640283,7.98790673968193,10.926937047790306,15.847483253531157,5.9695648452449,4.523023289800144,3.564474302414392,3.0850313502283617,8.98801522702224,20.58552997116476,23.84021947013752,24.583399174029495,3.8091097983178472,2.1436739481313345,10.033057445305335,1.9473724630471494,0.45516131162365137,0.5448386883763485
435263-0,28,7.191387693179523,8.341952686018425,11.016141412301492,16.645220942342597,4.9513522250582165,3.4523392151835113,3.1756601304499825,2.865186831321072,5.226430975069305,17.653396955241007,26.889021599503476,24.22790362276304,2.7301943441587815,1.8579873740629966,9.965248995835664,1.9486146013750707,0.32892044339906384,0.6710795566009339
435522-0,29,8.111639530946091,8.212145733215861,8.8323628467363,15.9027740734182,4.780064100333971,4.006130771539208,4.083583656534039,2.94613141709951,6.246713242740949,21.78483135442213,22.43149332512467,22.43285846976309,2.451812432363885,1.7619647029451475,9.125301654708485,1.9202679366419106,0.20234397759699257,0.7976560224030079
435522-1,30,6.789225474238003,8.188565789137785,10.822676273586293,17.331915621444047,5.579817871335674,5.131588928784164,3.8823828588535862,2.4093999242268267,4.803613891007353,21.84932200220478,24.462897432888774,26.95224484223621,3.2909885261872773,2.315664880927741,7.2895616357084005,1.8878955374830901,0.21485869541566774,0.7851413045843323
435559-1,31,6.726494642985739,7.660119234764044,9.589803838539188,14.752494741742996,5.877498785368201,4.400566650373668,3.8310627382698237,2.8515893780015515,11.643516152136051,22.703956826256398,25.11963205909728,26.647021532093685,3.0126944166878293,1.8338289130508023,9.11372146429443,1.8893130461848857,0.4334891782808212,0.5665108217191794
435622-1,32,5.0218170512984655,4.861368004673472,7.738407421107625,14.621378776083805,6.34060385950903,5.768699713613791,4.348329544636221,2.8382092138384682,-0.05036015134813653,15.297928607776392,24.119324584913322,23.694680641843615,3.6605443743567077,2.4497128090598825,9.489472765934513,1.702075570147169,0.30173736460403344,0.6982626353959677
443558-1,33,4.271240489521354,4.126598851812244,6.1060836590804275,14.826563895870962,7.466028793274188,6.236449316615698,4.747431302835218,2.596757688383164,2.7329676612817977,18.001436736173577,24.750455990354308,26.23881611671666,3.4132914662250267,2.3695292783680983,10.554284977268974,1.8137163764354824,0.3006205010170294,0.6993794989829708
444432-1,34,5.2923910577347835,7.8246843106285136,8.88103422700456,18.535448677115987,5.56705634067509,4.63115336598192,3.8317172885174977,2.6536407098153405,7.605956053231358,16.948033209555554,24.81162586200894,26.40028952181768,2.719166077798488,1.9923478979651204,8.964945151913255,2.0478547125954263,0.2537287087614252,0.7462712912385757
444482-0,35,5.046035547382429,5.525647848907777,9.490260264960398,21.33698684589148,6.461782319961418,5.274431228157292,3.6458386743311144,1.9676059325003117,1.0749450716155629,17.241312210621665,24.706961741914796,27.54903176410695,2.3921185318571156,1.7808391078893164,8.46252055222365,1.7594087251666006,0.22074429032399615,0.7792557096760055
444489-1,36,6.855119133426084,6.309412332907335,8.320787273281855,14.004738713799131,5.572600607378907,5.023849280277911,4.158718778483265,2.95033205089585,9.632708103690058,30.232809200795323,24.46175246434903,22.1372055663834,3.0342479752197793,1.8905932016316127,8.273846767288935,1.7091371423091113,0.38397839826169977,0.6160216017382997
444876-1,37,6.733000373566228,8.870690962653008,9.533421491066541,18.76438708152883,6.497109547768669,4.10193200363167,4.499566305085777,2.465216831042204,2.626769015506686,21.042042169982444,26.023953033946754,24.710669273050367,2.886161703795757,1.942719330551008,8.498508322846877,1.638511656082659,0.20600334540409634,0.7939966545959045
445055-0,38,8.16242149991999,8.286798697024938,9.619045148682732,16.553936509940932,5.170082593641088,4.711680206511526,4.262173381672822,2.3921067571141648,2.2871587696340963,17.103121252597692,24.075803660484183,23.44445503013235,2.2813008652544173,2.4523068522987916,9.93962277110671,1.7504557599282007,0.21683819625855205,0.7831618037414488
445926-1,39,6.174233685307198,8.12799293745182,9.405688652035153,17.047696526513704,6.3620087583007265,4.950604670782966,3.9270048039118426,2.587746566143138,5.107276998740447,20.483188963999567,24.892754631786044,25.285249358497452,3.002376331064763,2.4071662112276617,8.931510591197348,1.7649146256743597,0.27441516964799517,0.7255848303520045
445988-1,40,7.149750103865638,8.960526160827989,12.349229876040761,17.546565887827285,4.902169588528016,3.806045145690728,3.3023147173217713,2.613873158154267,2.4876131619756907,16.474095795686893,23.42232482355033,23.560829544833396,3.7811379467492308,2.3894635397168478,8.683619650903392,1.7636293986221272,0.28092616195446934,0.7190738380455308
446263-0,41,5.40499037060731,5.718436948386866,9.063479743648934,16.45946626595761,5.891912766255892,4.871801486588434,3.4699625013633235,2.0701309489486115,7.555591706208175,24.1770287818081,24.855523603897346,24.448021148867134,2.7539778075774817,2.20922832965262,11.681256962120155,1.945757448453451,0.3396921252124546,0.6603078747875428
446308-0,42,6.492990797312177,7.926354657926428,9.858385236492058,15.270095995895627,5.636747558082124,4.193291910254518,3.6412015994418456,2.8163204733619627,6.441469453042816,19.372698323921757,24.45782198531544,25.465303519808767,2.350181179590983,1.9276678894697237,9.331653086862012,1.930786354042259,0.23941035299109165,0.7605896470089086
446308-1,43,6.144701307186066,6.9839983504919605,9.270282550313746,15.69154791358287,6.983638304170497,5.5920995302345515,3.357454116782532,2.341316405428078,8.580459050829532,24.815017565831095,24.34083947709374,25.608458039726816,2.820558464971706,2.2446827144373978,8.804203742011696,1.8512902186912905,0.240567786387331,0.759432213612669
446321-1,44,5.756873311568213,7.2026261623095165,9.295356680951283,16.950207358599304,5.56696403711769,4.581395784895213,3.9222047614298794,2.5913137917027114,4.278641920271092,19.95512591551505,24.81487256430629,25.446622698962642,3.1027118501519326,2.358268437581172,8.725035407961261,1.7434367497132925,0.2702136727193635,0.7297863272806359
446334-1,45,6.727673417555114,6.647645911791241,7.895781840809365,14.177213616382668,4.961215275781127,4.132830307320543,3.8771210696667846,2.6158427345345476,7.718513429649099,23.06691672924057,22.911118239960352,23.65265363470073,3.2058746524874153,2.1853130717772817,10.100931934919391,1.8758968654328472,0.29939503970568565,0.7006049602943151
446359-1,46,6.677742031780093,8.199712286910064,11.35588767660296,18.842241511690982,5.25837026287795,4.468912202429796,3.426893964492695,2.449840682611377,8.431034945482965,28.119259746626568,23.897110498429395,23.14485776166755,3.096032569596841,1.5753238606792703,9.070926923895845,1.8556346985724097,0.3008770485029217,0.6991229514970777
446372-1,47,6.803452003684225,7.152583395453981,9.266099646334332,17.035931924011997,7.035879671736316,4.602540554658882,3.9085488513385407,2.579938211712452,4.9870421330930865,19.703340587015273,24.897038601628736,25.52006772816067,3.0358597434811525,2.3952128624155895,8.94084776221044,1.65831447284991,0.26888649538577497,0.7311135046142233
446481-1,48,5.490835481622359,4.96870826534617,9.265417686588494,18.820373538989653,6.976032498642559,5.429875872047885,3.9079083218165853,2.376748095800554,3.401561151353941,25.511193986560006,25.735203646006493,24.15611754744621,3.2502416410131514,2.0107694076251734,9.418683613458569,1.801300700941942,0.35607807157313,0.6439219284268695
446653-0,49,6.050233776088795,6.6329768279693795,9.603012106349356,16.960407218849433,6.497638228514536,4.2885873843379265,3.9691960129660324,2.5652946737279345,6.507067290011665,19.232327610100107,24.951807877114852,25.85877283259571,2.866742819945486,2.2368498467809395,9.728387572301479,1.7747828697358377,0.295776596463151,0.7042234035368491
446653-1,50,5.869175208136563,7.238966801344224,9.412692610036958,17.010210547443528,5.775087133922623,4.604310494004118,3.9425926724411267,2.597071829319363,4.471598054214975,19.024016866584414,24.814214859675122,26.218019779829053,3.1114743917617953,2.3014779673076973,8.479317609557086,1.8044217967381175,0.2789236013777801,0.7210763986222191
446868-0,51,6.150237356795228,6.819201507379493,9.89684007142236,16.837351653759022,6.318953646187681,4.411617710529692,3.9250361654051034,2.597737977046042,6.502616305678131,21.783667324083535,24.761561897710322,25.647695656197307,2.8704648463379745,1.9903344503784073,9.13131947451289,1.9700518364694,0.30699559094323037,0.6930044090567702
446868-1,52,6.140679878206212,7.143629437826328,9.321045564332955,16.654445723467276,6.279726545405759,4.566616834940624,3.954679309408959,2.5482752428055857,6.7973142601603636,20.66584048802255,25.36085757382275,25.571677152093585,2.9702176839609575,2.0625712816083466,9.13394841153603,1.8621927552163169,0.3071212405541601,0.6928787594458404
448179-0,53,7.872810035473727,9.768458494138262,13.620683738621823,17.0128763548028,6.985087060458104,6.256811239008546,5.4929749154399445,2.567108206315489,0.3407894383948632,13.87843053363028,26.086817368511603,27.820862856520666,2.5992662708381937,2.6448197790801897,9.240962684223991,1.6779430170130054,0.21942884533332094,0.780571154666681
448281-0,54,6.303739044698811,7.16511127481389,9.39359425958718,17.047578916221127,6.357637963338482,4.602770461553848,3.897795398174581,2.5946508451793613,4.988803044209481,18.74110580220647,24.96161353815378,26.395499938326818,3.0119410484671394,2.255590407358795,8.91947264459219,1.845536500197476,0.28206292435707686,0.7179370756429244
448602-1,55,5.720293053098775,6.618410473399791,8.341900607579259,16.839885545252237,6.543751150517692,4.885014206429272,4.043285610213852,2.479854704713424,4.818539101037006,24.587211247606568,24.890817101312642,23.903588068901996,3.059609417816847,2.0188278501265624,8.83855791700333,1.9120429957015466,0.27654737129277224,0.723452628707229
448801-0,56,7.758107190008829,8.217399032632098,9.092110720921998,15.823252146739085,4.9603885186892205,3.820462746289188,3.5358153524126994,2.3133411408327644,6.407238999118934,20.59203524194086,23.357874505015946,24.726264634654534,2.400078212331457,1.6848220410245003,8.572408769996589,1.7726804666447809,0.2062813040127153,0.7937186959872851
448855-1,57,6.7951006942747725,7.096796796325627,9.442484328379374,17.025220733737545,6.777280076355139,4.58093638687343,3.9281603812205037,2.56985190943553,5.045614656631522,20.688706479023285,24.635677243036042,25.56927178601842,3.1173646619477213,2.0478154208759682,8.74104887740843,1.954946657655562,0.31677205696887584,0.6832279430311254
450203-1,58,6.960046682093923,8.337664920761442,9.519617265523209,18.447853772633707,7.145409320067264,4.6272985678358864,5.102932098153283,2.723902364347893,2.748924656896158,13.757133474303423,25.892420252385914,30.218905264505462,3.161199323734082,2.3163275479657983,8.339291794857509,1.5645171547159824,0.24461210335953643,0.7553878966404645
450306-0,59,6.867503680094821,8.615518775798686,10.866915184010793,16.920012172675083,6.359886984810753,5.0488604092800236,4.063455047128873,2.598803788248859,0.7942334639724833,19.4152270135812,24.66869925136084,26.82555067340613,2.8931681915540977,1.9920208927095444,9.212534777839567,1.8601799371118024,0.2920693565200276,0.7079306434799721
450314-0,60,7.19756796808841,8.311732450360246,10.359117587000693,17.702701895867413,5.130185788939827,4.557626765783286,3.779661427326573,2.5261160518851637,1.412877139377847,20.382463765135288,25.85863866626633,23.33766445489062,2.732605752907724,1.8862091844977837,10.516813435219042,1.964183387457715,0.3694595889154166,0.6305404110845817
450314-1,61,6.208096203277518,7.4122992148402105,9.747829161640286,18.441497770490972,6.403909645707136,4.460034336445737,3.6991545936381582,2.767782270435915,2.87103288480353,16.947374469339266,25.4556965446896,26.605546670011236,3.7539042284373036,2.5693361913700743,6.694054202413377,1.8923982783280104,0.2540187309493744,0.7459812690506264
451192-0,62,6.600655201438756,7.059817470603087,9.339316437462047,16.978698900270683,6.571735388852322,4.606537232022924,3.909485511014213,2.595218815356959,2.481806692352031,20.68657638794663,25.60401693815013,25.605158471162724,3.119273450073141,2.072788416169677,8.728671196779112,1.9579656281305535,0.31217704387755124,0.6878229561224487
451594-0,63,7.252876639223215,7.517620982724136,8.025475545797537,17.596339148122375,5.817953096232999,4.524651088087345,4.562954490883111,2.349370256654006,7.359380229166643,22.97725120306404,23.65283416331891,25.20530010065699,2.796746078405763,2.011940479901581,9.769227223604123,2.0435352529524464,0.30427747735733235,0.6957225226426659
451594-1,64,5.675336090238332,6.78695353838857,10.331809690891433,17.94205304751485,6.412609134068288,4.937799370906913,3.320174610781325,2.457856794266541,3.5723616661782067,17.592601474049832,24.53140979112905,25.028650096693642,2.956168678511215,2.288057086124131,8.965554041801127,1.7347415391392682,0.21620866469923775,0.7837913353007634
452095-1,65,6.648521954345062,6.475424979113211,8.680799823912725,12.800628712649964,5.179935315344108,3.9797751551363443,3.865241819924138,2.802746553357311,5.59275445733615,18.808192683484073,23.843656218873416,24.349484826648656,2.8538441737317974,2.011024052271878,9.339186000624979,1.7320663176212767,0.31951736639274453,0.6804826336072558
452254-1,66,5.025512616438512,5.465899944454033,8.490604100473018,19.20508852602004,6.566083983313265,4.83407000042745,3.877885898140057,2.537717205003635,2.110024511926627,16.333481340088227,24.93341854558722,24.760880371025166,3.8904848900829156,2.9048317833156982,10.030176303160937,1.9412408038988245,0.2906207792104831,0.7093792207895155
452657-0,67,5.943219074078092,6.896586538013557,9.000603884207418,18.908227418047375,6.636531965748316,5.873230477492929,3.7089496192174227,2.7884293731047314,-0.4892745167511841,18.965224469953515,26.501624778263363,25.080549706291084,2.6651128736317955,1.9232358856741731,8.956089947862854,2.1750417845920387,0.24864875620273472,0.7513512437972644
452678-0,68,8.657562970180994,10.072394913204565,10.379303504239028,18.891282189507955,4.401099247179648,2.956267237823106,3.093852513379372,2.1551805173828344,8.469348349065802,26.201161650532917,25.7503124542462,23.684700117987408,2.6355983722512892,1.7655920518216357,10.359145476772897,1.889586934700195,0.3641162990412784,0.6358837009587198
452678-1,69,8.191923690661717,9.095510421513866,12.929558201410993,16.78834391195408,4.09943086564567,3.290751901706258,2.5526271743536895,2.45225882270608,3.487165021966053,22.08761249516109,23.942968824196075,22.624091682128658,3.1735238671138735,2.0848800863467085,8.84465392851152,1.8111112879577826,0.29845847670899384,0.7015415232910057
453064-1,70,5.9798412936393746,5.614986315242386,8.603276866089134,16.910298808331994,5.8585965572140974,3.7990200772139424,3.5153764828881675,2.5955106347182935,5.520701163673143,20.850919539431757,24.555605806856033,25.12058165386122,2.8872146755606907,2.3294791059583813,8.987022743658876,1.669554250926336,0.2815369873410415,0.7184630126589601
453268-1,71,6.162660185856982,6.590150340366217,9.407994362518771,17.112912234161215,6.313900909281907,4.3076223602810915,3.91464141307204,2.5805094428113957,5.177368529582066,20.638935433178105,24.721931762202814,25.58161214314102,3.0994049330481204,2.1492199065254374,8.721019989329903,1.9322221068806815,0.3003697405315138,0.6996302594684871
453281-0,72,6.964129167306102,7.193161382855211,9.363953938626262,19.159539831704798,7.724786562009672,4.586485604338785,3.9247988305890122,2.7256277688587587,-0.09934898674070171,21.02147517364755,25.947570852751905,26.99828086913358,2.683216547043582,2.074743974357391,9.778685719525688,1.4122361475012828,0.3125077316340159,0.6874922683659845
453286-1,73,5.6771133986602855,7.324818163226044,9.167464710065486,15.855776465368338,7.866176939513614,5.232366522901154,3.5975918250393293,2.310410638573811,-7.972102273328844,9.965702230079444,25.654835611390514,28.920990070881743,3.2402305838173113,2.6006734056963015,8.821791869441109,1.7017513161427213,0.2288027269581546,0.7711972730418455
453343-1,74,7.431326216085767,7.150954124437112,9.353263628650431,17.040604535905167,8.012825982237645,4.5872663801397895,3.9341961781199553,2.601457176510958,4.973853648221693,18.701989812963454,24.85735612246957,26.467680570110737,2.9881739787534185,2.342178879931469,8.97706799685317,1.716472409710229,0.2782371761311097,0.7217628238688885
453527-1,75,6.6988061617746375,8.251690127951196,9.375649336687164,17.04364474340066,6.8471408701885785,4.904131926193393,3.9469569903324966,2.5946889407725973,2.8852001242186707,20.060622477691663,25.044904957504748,25.478142362638582,2.8655575762901746,1.9109895028026693,8.859214938052748,2.0085270939231576,0.30476318058079754,0.6952368194192045
453562-1,76,5.255845276825533,7.425823154797663,11.043383428445212,17.725403945377376,9.030792765421262,5.607158728270256,4.880655289223276,2.6491603516922297,4.68583523965892,17.73518866649235,24.661274459817104,29.340921063254385,2.6620811046928283,1.6338109897796884,9.005071391425089,1.375181328101808,0.2713415628304394,0.7286584371695605
453568-0,77,5.788378709432947,6.617596106872351,8.666162275629414,14.415194717911996,6.435667499404887,4.833490443684553,4.095449072383097,2.895858438248809,6.749981799009344,21.244620248416595,24.148525456168,27.849439010188735,2.4451739621189943,1.6587021043995727,8.61876835634092,1.8251141367480583,0.20120659317544878,0.798793406824551
453943-1,78,6.39243089653309,5.908850719419715,8.797114004528988,17.844567678960907,5.656741695351471,5.119562945476991,3.912513488517691,2.3483683952403003,9.264643678546587,25.55593240603464,26.105242365528408,27.24682985924717,3.775761181588941,2.3192672368563545,10.526097973660404,2.130997832232851,0.444844331039179,0.5551556689608207
454975-0,79,6.7484331753560545,7.051867837198953,9.925574843246391,16.92048788211316,6.950875178741663,4.586553726886447,4.085898979566876,2.5979290045285928,5.65832260470231,20.708026124274426,24.835289937536526,25.626413137691085,2.7316400164686216,1.9807000043042422,9.396522695287088,1.9419258509199693,0.3152989367548798,0.6847010632451206
455104-1,80,4.539280202418208,4.55963704248146,10.328148155233164,16.88832545988556,7.832914888656323,5.3292525595096985,2.9248556561640338,2.467700518699482,1.8182736653277332,18.551686737247316,25.73326394558262,25.19386936799677,3.4606850036410775,2.3043235557750448,8.39512981286139,1.9795107289148441,0.25894995410612553,0.7410500458938745
455117-1,81,5.938281641771254,6.2356803602227195,8.13334282526063,18.91080157474519,6.590910398215447,5.196660491700862,4.048890316289308,2.104178689949723,9.297336287514732,21.957083623278645,24.427691566911733,28.489010002004008,2.979211111177614,2.0123545932852283,10.42248258839269,1.8271747525167505,0.3330498574782113,0.6669501425217899
455139-1,82,6.398395311695904,7.403622239754905,6.396017251571798,13.23860825604118,6.218858043210902,3.9833005014350396,5.64376540977429,3.247326109286527,10.908883304123696,22.218305379537423,25.059390765139987,26.125935120417438,2.922705804301069,1.9494769395321956,9.610382953235606,1.8167432777735228,0.3530042529833271,0.6469957470166732
455976-0,83,6.950178226042194,9.561087972411023,12.612753898044254,21.044395246510714,4.486701697371837,3.119088924066935,2.968569541550936,2.145762162035084,-0.2299005788460289,16.594087613104158,23.99312929566095,23.489442894911804,2.631003151577733,2.327981609169827,10.290928710619822,1.9326003921549066,0.23287397383052724,0.7671260261694729
456030-1,84,6.248063957683867,7.2228572551106405,10.560649295776345,17.079695595515403,6.327735200752441,4.35024939914343,3.8539593987767837,2.5823438359445468,4.320916232225691,18.73680439055907,24.795050754975662,25.02015456341698,3.3695393694880273,2.3346918141271074,7.830005452180875,1.6627382245776134,0.24569949558912696,0.7543005044108735
456034-0,85,5.882673655639003,6.971695519966191,9.436769953914935,17.200499973186883,6.9161639684625404,4.17389045749001,3.8950813898001706,2.585178591051342,-0.6022770754707983,17.85766257714979,25.8046465160104,26.455200729549507,3.2270165465504332,2.150050805675547,8.474876133371476,1.7761583437963258,0.30386478733875305,0.6961352126612472
