batter_id_hand,batter_index,batter_a_gb,batter_a_ld,batter_a_fb,batter_a_pu,batter_s_gb,batter_s_ld,batter_s_fb,batter_s_pu,batter_mean_pull,batter_mean_oppo,batter_sigma_pull,batter_sigma_oppo,batter_alpha1,batter_alpha2,batter_beta1,batter_beta2,batter_w1,batter_w2
605540-0,681,6.1764638607880755,8.019601983353288,9.83656755886113,17.719912478978227,6.213190992701264,4.3257152514409505,4.784241865569381,2.648499316780333,2.413456735956475,20.88913120665597,24.512164639383375,23.78338392980273,2.496453399591983,2.175606915876903,9.543709705963336,1.5687172019445554,0.2535601613523071,0.7464398386476927
605548-0,682,4.789471917274994,4.534871307244098,6.088128430049711,17.777417259735195,8.215496013515544,6.489399874477794,5.535407310302637,2.5073902843578977,-0.8191197374793457,19.030059025588926,27.536735673759583,25.989485699891006,2.4935739748336245,2.272291086108321,10.288195446678179,1.8174958852807765,0.28417646133182867,0.7158235386681713
605612-0,683,7.564011744321682,9.278365254030916,11.278609427394297,16.733026866804206,5.102192463513969,3.483643655114639,3.0396655231128786,2.444005297007146,1.7569929660461732,19.21661155325049,21.221508540968554,21.66030636459537,2.3331785736294286,2.0320905029861267,9.079559743555846,1.7073740993714883,0.18825926704644852,0.8117407329535504
606019-0,684,6.629874278338379,8.455947226345584,9.693997392508576,14.766211869594613,7.297629289215188,4.525236947575696,3.29942258589162,2.3030574344518806,1.0449429122440443,20.17339166384869,25.967048614978918,25.485885038845012,2.9788981177601372,2.3323750747195926,10.034304931997568,1.588603321247763,0.327969372337217,0.672030627662783
606115-1,685,6.658262043540312,7.044862210198504,9.632457115983742,16.59106165115497,5.269478157408119,4.3183041345396225,3.578003249145813,2.429390661607075,1.0327148296618363,15.916389595880293,25.767832059469693,26.86453756875564,3.2752555356935273,2.1925221411885,9.241081964179763,1.8844098018638522,0.3085813759670208,0.6914186240329792
606131-1,686,6.368959271545688,7.148736880698062,9.957802630781442,16.90894922689374,6.153575877129662,4.599557825160678,4.089517167577335,2.5773395647578146,2.3205536573670598,20.030234147489892,25.933601318907325,25.519221221070932,2.8205863871816055,1.9942052105988914,9.672475379131493,1.9226170494091226,0.33621164352615257,0.6637883564738485
606132-0,687,6.316190006038939,8.604716481479652,9.082882486716414,15.023884025335022,5.851341552446073,3.90605196071008,4.123524431139516,2.8396992951913735,-4.475008038079583,9.089802559265127,25.13578437310303,27.51321239012211,2.5348694448625495,2.1726536134315317,9.369187813535566,1.7883644166460677,0.17447695860437246,0.8255230413956267
606149-1,688,6.179586649832479,7.158046134393427,13.202128816470594,16.98265840089377,6.301640488733751,4.585697427670474,5.324892703821736,2.570601267600552,4.949884644690949,20.931763417515008,24.870126004475768,25.331361513364925,3.0571682482847784,2.3530029943639694,9.062985185853373,1.7254992348230194,0.2774717284875101,0.7225282715124904
606157-1,689,4.728935608226235,4.753163829770983,6.082595366572841,11.122920051525977,8.204998476358249,5.998645898372958,5.657636378525173,3.6580020540986,11.912472471982763,20.992162746182768,26.819820247754347,28.567225763120707,2.9162850442599977,1.890676580053053,10.6496346120647,1.8743442255882854,0.36946519377315057,0.6305348062268511
606162-1,690,6.073852891312193,7.170331121398229,9.390855258979592,13.353434774121098,6.018400615157046,4.630056800528264,3.955692022561004,2.165602229776454,6.509871519179324,18.936107112878886,25.289793274874913,26.29782993093332,2.953752567873283,2.1264501806885976,9.03320803227806,1.877411598949543,0.292443452711927,0.7075565472880722
606192-1,691,4.777402803607006,5.11355274901207,7.1449801703605065,16.54141470385668,7.209772250822078,4.917212499019187,3.976688573817021,2.092721032645667,5.11484603252962,21.75627464130617,23.796295849736428,25.873732547083097,3.2575523344712174,2.2229028610063497,10.184595492380705,1.8451516178904341,0.3044546343866297,0.6955453656133698
606213-1,692,6.4083621988780495,5.764307085460675,8.168953210818843,16.378584401014866,5.854665713718191,5.3663534411971145,4.4121991449314235,2.401496182398769,8.783603158912888,23.74857843135407,24.66118026173083,25.919717474703976,2.5897167081587833,2.0727084639906312,9.600972956542345,1.688553908210448,0.20524144948453335,0.7947585505154667
606273-0,693,6.610040390338086,7.1466947230231845,9.3255374157521,17.12149798912519,6.732900889493385,4.593160065520824,3.9467559004355453,2.6011198821646997,3.4925916937472996,20.822696094681945,25.14821544096794,25.565006204322025,3.0310601972196642,2.1871475883135916,8.761273719843864,1.8691510790676356,0.28517483722823106,0.7148251627717689
606299-1,694,6.7656897167337595,8.964586241922188,12.70896490656394,15.314709740306215,5.4433442036240045,3.882663553349081,3.0672772108412216,3.3015249212208904,10.486430395376916,23.349385100866115,23.050203861437957,22.97641174576939,3.348021481556258,2.3568452771550064,10.031472166384779,1.9171967537095083,0.26253813469288995,0.7374618653071101
606336-1,695,5.844851955834252,7.539594513625482,9.285478671387658,16.735402245859007,6.028550580586891,4.665724142550162,3.916141622901227,2.5382143786197395,5.04469125104352,22.168803207510038,24.388564211299155,25.850561094075434,2.9274740409542077,2.169173111283663,9.252571515917827,1.7593083447797921,0.30300072113374404,0.6969992788662563
606466-0,696,5.711616514968214,5.793249193800971,9.625170441072445,15.579649275390056,5.770110645538558,5.128881458572853,3.656425638129392,2.6904921235861785,4.326374956780224,20.7330811410214,24.340982568923447,27.01243348399229,2.496698802418972,1.8376544200345268,8.75394031793505,1.7747209783985827,0.32489199738471664,0.675108002615284
606466-1,697,3.819041140595728,5.076912047033515,8.841202232904259,15.303415785323002,7.834240339183653,4.846324880958544,3.844658283216889,2.770258949272341,4.826271384681465,19.06067501832447,25.356632203993705,27.97409731668394,3.0246477695222187,1.9184186426312975,8.573246674365748,1.7082096295635238,0.3602062562831388,0.6397937437168608
606956-1,698,6.461533245407181,6.7216724135309915,8.440925829588426,19.6532672453139,7.199813038453583,5.272994582509952,3.6381771791667816,2.8623851984890165,5.985180896273722,18.9914384644007,24.18380804918105,25.90754099854208,3.1821621359515717,2.4247019224376656,8.45102496430713,1.7671105616160998,0.247128887928199,0.7528711120718011
606959-1,699,6.301115321720548,7.092933242841635,9.400854445198329,16.98698006250834,6.41177673040934,4.602235650847561,3.9366856238981245,2.6170842440577493,3.109426207259375,20.65887259061024,25.420928568159948,25.57000148319032,3.0464881243405864,2.0989877572088442,9.00129852512677,1.8972154077745067,0.29984923670000063,0.7001507633000004
606988-1,700,5.809267801317533,7.151731977627545,8.474558437508358,14.547189946558074,6.415658268155428,5.147613233459946,3.6159895530248085,3.07219513654821,8.90092685885453,18.832147598233156,24.812138350718797,25.355774938460872,3.0094555157463017,2.1727132898068056,9.917553676557485,1.7741644391562625,0.3184071770768805,0.6815928229231191
606992-1,701,5.378809780282922,5.783520265394015,6.487719183488948,14.06889351906168,6.764383947590952,4.795450703126273,5.302612156449503,2.8849369271229657,7.286289142917348,22.599316958205126,26.2342932692622,25.892274014756016,3.2685812642549132,2.113079960239744,10.472276778333493,1.6065485380787112,0.3897048052111295,0.6102951947888698
606993-1,702,6.122495790014517,6.21093300306343,9.442661900799116,15.977350957742235,7.000980980824666,5.902243918665559,4.35456392480597,3.238844776541914,2.4634318193852134,21.47119206077596,24.89797255862128,25.250842326750263,2.9134426873391406,2.068621661080301,10.32124204381704,1.9375243971504958,0.3133444837621057,0.6866555162378959
607043-0,703,5.563283286665446,6.161934724980784,9.197047580894678,18.181023902737746,6.090370118164039,4.795004952545627,3.6275853612675375,2.337701812541357,1.7547322235513134,16.506829065921437,26.51299694321938,27.76857479150144,2.5937408853100927,2.109449571139782,9.62536015782243,1.7330161497088372,0.2294210819034342,0.7705789180965658
607054-0,704,6.762396241275907,6.796743756653352,10.920320558356353,16.27349503773261,5.768303863797404,4.7119302249671575,3.1051061062881504,2.418386893462419,3.300198573855714,22.875580916277325,23.373722622116308,27.79943173077586,2.712183225812602,2.007119870368136,10.033438582423162,1.7534258661969095,0.26798859538561803,0.732011404614383
607074-0,705,6.544078936542816,7.114614644864496,10.315146352049437,17.006460773938816,6.660183438400534,4.594300396193114,4.200101482858059,2.584516742595421,5.163395266037359,19.40184538509872,24.898470311929206,25.799785870228764,3.049938411775255,2.29166871439748,8.461943573454192,1.841609598839481,0.2723501985509471,0.7276498014490526
607111-1,706,6.316383466923874,6.252653374970763,8.412016183871858,18.83537566486932,7.07070531576603,4.139763158475768,3.7631761299222846,2.6412456935356343,2.403214501610117,21.602184574571382,24.54369084812459,27.216940659317856,2.9456264918132398,1.9964469747283704,8.643513015735138,1.720246461681177,0.2992532900610895,0.7007467099389091
607188-1,707,5.7450927006531085,7.1380111088287554,9.35377835683852,16.971950783091753,5.728412838844951,4.577360876983256,3.929467723149213,2.5837619620919,4.556402775762875,20.856280410233868,24.62252397808052,25.62191326475109,3.0132844029520673,2.04823485138912,8.990477671740834,1.9638306817456894,0.30218172738248444,0.6978182726175178
607192-0,708,7.350608252214786,7.124866273839939,9.321251664741705,16.838112468346488,7.951807894177956,4.568877591696367,3.9053699470938903,2.609736359542235,5.0728422598641725,18.958255200551346,24.93520124652352,26.13425569398177,2.9987229978047023,2.388177315034306,8.658591626677904,1.544441950985532,0.26667411561347715,0.7333258843865231
607200-1,709,6.448769042490686,8.74809116317909,11.083925908627531,23.713007954103027,7.398819749251289,5.358040591157801,4.605862194207729,3.407054266192568,-1.5804949509148838,11.496227710426044,26.442461874797072,29.69006483304322,2.745675481146905,2.5404130811933943,8.426406945464414,1.6391802970850986,0.19328193619523978,0.80671806380476
607208-1,710,5.297594710309807,5.7498658367758715,9.340662021955412,18.95731779398269,6.309565501963668,5.212822255687726,3.5099872847944624,2.1316400302323837,3.7386012303565277,18.343778204424137,25.933199570569435,25.274717296496714,3.1133749054379183,2.1247059906962016,9.949531685822834,1.7838481300469633,0.2958068992618204,0.704193100738179
607219-0,711,6.8883345532682165,7.133955782940965,9.376427765938162,16.969206198881192,7.1076966651983495,4.609246563884934,3.9424327730560504,2.5953800589909837,3.0241264606822496,20.815860469822688,25.55591933053814,25.61136990155377,2.9388562750528693,2.064309492781662,9.139669975485287,1.9002281243406434,0.3115613663750505,0.6884386336249524
607223-0,712,6.426430408829664,7.016943711090076,8.099264284412474,15.636817095275028,5.998920157762501,4.515574328662901,3.9379142352053855,2.32991575135531,5.438082499858146,24.378297719397626,26.250546011826323,24.90029492213748,2.4627938735946375,1.912043341293389,10.16184957204433,1.8417592466388577,0.30686269609919586,0.6931373039008061
607229-1,713,5.81046492160268,7.104821991755301,9.337750347497286,17.142017452468238,5.879921944583364,4.578174527481613,3.93542730917301,2.5960066896130103,5.065482920931208,18.135067402166666,24.90498149161247,27.470563538630277,3.051152556658084,2.321995736297946,8.812500151969218,1.7561460314383497,0.27300190104412964,0.7269980989558708
607231-1,714,8.01683818157392,7.146927501311478,9.304602527913985,17.94199805784993,8.827715053078606,4.384309599097016,3.845968335613821,2.6401317190515554,3.0819881710022115,17.48195113675726,25.028007376131264,27.372056290226173,3.345758727941672,2.5723779349875424,8.053208507721695,1.6835653336306502,0.2434955057769542,0.7565044942230452
607249-0,715,5.523025034133035,6.1488875458421335,9.717103329352401,16.878958130600363,5.154253491154121,3.9892282632983096,3.871406927348788,2.5820101460428546,4.701655614604749,21.17492658041161,24.494461207882704,24.930136004780557,2.920190400928766,2.1076899155749818,9.71216697426331,1.8333782707601392,0.3121270655010581,0.6878729344989427
607333-0,716,7.163374184406784,6.999156925439037,8.67335026690972,18.604291282575655,5.968178861798095,3.906413123367066,3.655199576760785,2.6212374516228287,3.2396236086508896,20.872621173144406,26.005617248822,24.363228794108966,3.039388391753644,2.0378261261254487,9.005112910943431,1.8625006084535765,0.3155089509632273,0.6844910490367736
607345-1,717,6.341940040443811,6.771308927071692,9.855518135701331,15.218851256044164,5.614249995848413,4.500357614893352,3.494254998734896,2.606960128492456,1.0237769248760877,14.553320587262553,24.803872156185978,23.494998082330316,2.9671061733280033,2.1736913487366833,9.57011806520679,1.6910841167042705,0.2621367524463137,0.7378632475536856
607391-1,718,6.373941765282785,7.173738856557717,9.381995360192704,17.134063531121587,6.422445672806554,4.568479965257901,3.9335732571745377,2.58431150860152,4.55973638551519,20.787273289400474,24.685997997372333,25.651616874161423,3.088592251422594,2.0917126750052417,8.816720502260875,1.8887775425337392,0.2941060396604457,0.7058939603395544
607430-1,719,6.104186703198474,6.530888547872672,9.375456617516164,17.026944598476,6.181965177940074,4.294034415939568,3.953014384729511,2.5969317811281956,4.715364441551966,20.56285336181763,24.21793045210259,25.665204172263063,2.6883604410923168,1.7050823964354787,10.013001246650989,2.0909326865362807,0.36336361553054597,0.6366363844694518
607455-0,720,6.2980171568272585,7.172492161561498,9.352281875216496,17.04426827902426,6.368592930815275,4.578279762562105,3.94679685164042,2.596004258582508,4.9635122299196155,19.929473131146157,24.9185982831305,25.459981652149743,3.04405773322144,2.3812771881125476,8.85393327130531,1.574514908728146,0.2721363398097764,0.7278636601902236
607461-0,721,5.986730079073057,6.3247033159750785,10.505953640062826,18.57138558584411,5.786396612411376,5.081852741658255,3.4972355661101977,2.3534420159284437,5.399729762608357,19.085627184169315,25.446667634392924,29.132712301350725,2.6220362868938554,1.8527879015344586,11.086813804074206,1.829173754589097,0.3018656369877662,0.6981343630122329
607468-1,722,6.189789553323352,7.109774854539236,9.04568748268098,12.620882242379016,6.011383319330008,4.415467029934383,4.216260225038218,3.7416254594262073,8.324592522486666,18.705191466838443,26.866735205908775,27.204580976157054,3.332956104604876,2.467438612539705,8.253736825709062,1.916491941115546,0.21015964520847133,0.7898403547915285
607536-0,723,5.326284624293567,8.863798261005924,10.92578251026335,24.62884257742442,8.88062998514599,6.033612538085889,3.8109270645640905,3.537740934314,-0.5038077971189674,19.405571474335048,26.449936515787265,25.073749975599135,2.2693662357227193,2.1041704003297266,9.443175274793212,1.6391292492195302,0.26440948762909033,0.7355905123709098
607560-1,724,7.353589057698024,7.100804410632438,9.303382584860168,17.08737226686407,7.829844605986449,4.588068288289964,3.903036185119715,2.5797808536833635,4.970863280469801,18.67556937988548,24.944350371121605,26.858871308697033,2.9817725758036264,2.3686629032589273,8.806993524828226,1.659831387212802,0.2642491952686128,0.735750804731386
607625-1,725,6.137484853723445,8.393413246536557,13.690205127619508,16.990977450750158,6.277175862825082,5.120850484336156,5.498549574262645,2.597814683104515,5.34853383465127,21.160848607881725,24.771961161399243,25.401808238084858,3.1083816439117498,2.2751079428135967,8.595810610325698,1.8665957195466465,0.2681560463111111,0.7318439536888885
607644-0,726,7.501411342606455,6.358829440887972,9.430937401574903,17.03254993399112,7.871261169892953,4.164398763763856,3.904648683478172,2.580575257676153,2.3915086892336537,18.142156846541223,25.310239633123388,27.49209565871697,3.240021003153682,2.2298654591114113,8.34430041253401,1.9821311254236036,0.2887230617366498,0.711276938263352
607680-1,727,5.6899264970893935,5.777347566506043,9.513102432709788,18.05274387678588,6.579622635966433,5.657783942474749,3.743211864476458,2.423261929989253,8.508155691401397,23.86272398647952,23.778847505851946,24.721811545019627,3.1767822036364652,1.8305382714213956,9.745343681499731,1.7286674531309714,0.3570681904135884,0.6429318095864119
607732-1,728,6.602520100888857,8.286615490018201,11.043780970891516,22.038875159809468,5.46034478306312,3.8309215443372056,3.1809660838556213,1.831828668057786,2.94917860537024,20.21283619997466,24.74190326083738,23.99036604580947,3.006372729688223,2.1705119759287217,9.499090952976465,1.8363883988881091,0.24546248829160347,0.7545375117083969
607752-1,729,5.504662676733137,5.49359076481907,10.723966038335076,18.449326662624255,5.73348220818227,5.616010664774948,3.6899356652681585,2.71972872444056,4.007615169581852,16.187648548423105,25.858632235577407,26.493558134799787,3.1733653405388074,2.5285294592628125,9.137074770381055,2.0358555068577084,0.21464816173165893,0.7853518382683395
607776-1,730,5.606783024270352,6.395691292918622,10.36136644767907,16.59045398589108,6.843396623806404,4.978633009672686,4.305900472479899,2.5022729356267313,4.718958804826266,13.907873102948356,24.877712698744293,24.423559529326237,3.4184766876421477,2.324343052222539,7.996360328195445,1.8458754607349717,0.24895966468425307,0.7510403353157471
608070-0,731,5.859496073827926,6.7990941040817185,9.373513144118954,21.615462415677978,5.876178430618363,4.419414035258324,3.6722658978529426,1.9331448482309062,13.68140641174696,29.723003191918163,24.243894919100622,25.569007629220636,2.8200515411823868,1.7929951326119409,10.73369210842632,1.8633302331042985,0.42046281026124266,0.5795371897387576
608070-1,732,4.917057283474369,6.299761330586031,8.53452314289262,18.12267348434341,6.065993327760761,4.494987772577978,3.8272775388741924,2.4141182712263554,12.356938944271242,23.74642616337781,26.358363978519307,29.260776582652515,2.662240377176066,1.7358370974156925,8.868932407069494,1.691784439460863,0.3086375132892372,0.6913624867107606
608324-1,733,7.155946709690107,8.656390910387854,12.346165830624605,21.701824839172918,4.85920097388845,3.457654369704513,2.6740571873569214,1.8901929315225308,11.237216752676638,25.27163162549215,25.348192909076353,24.494373319369664,3.2047589150174525,2.086460023395745,9.764845620507904,1.9116808993767072,0.3680218074727687,0.6319781925272309
608328-0,734,7.059213410590205,7.520316462986541,9.47957984937094,16.459527402214512,7.1989249704307285,6.220406602805696,3.9408552585039716,2.473707761668531,3.9925896976179107,16.7458299955734,24.884232106946744,27.850931287260163,3.129065160365539,2.653509246440991,8.593375769075141,1.6776580673455204,0.2279499033216792,0.7720500966783186
608331-0,735,5.794550440273986,7.119340884555523,8.489388231153438,16.966168120453787,6.597322922571939,4.955178102726934,5.069153030963241,2.5432112711158696,-2.6073822710054486,11.180479743453843,24.93763831123519,25.404326230892636,3.23375852698889,1.9476646503189248,6.851194701337643,1.4277992641078048,0.1840870668669171,0.8159129331330828
608334-1,736,5.818655455774959,7.10493145063648,9.304972372612054,16.941305471487993,5.920316130693858,4.623925175620643,3.926486291252,2.601978166744035,3.477592821051926,20.697517795703057,24.856528625952503,25.562484151623778,2.728349617584303,1.8974785540435628,9.472552707062263,1.958486009912311,0.3116562815383146,0.6883437184616866
608336-0,737,5.170362947088225,4.140832045458326,4.773797517831463,8.241756256261809,8.124648731368463,5.950035004846871,5.6321145437982745,3.6852917330257924,15.555964131715365,32.20166364190221,25.5389102108378,29.091493694567582,2.5721357953339203,1.585842719421232,9.621834774742325,1.6094927935711583,0.3834919011515512,0.6165080988484499
608337-1,738,5.3329343346145,7.503891354987247,9.431642998997132,16.986590309450026,5.5173992827775376,4.6672754716325775,3.9378588473996503,2.5861704807045163,4.846383349488575,20.525687630782475,24.720681076942324,25.400876960706327,3.0753915718119273,2.2180415542178014,8.70568872140146,1.8361075357973304,0.2942382646914014,0.7057617353085986
608339-1,739,6.026533421358466,7.436265444278552,8.077096261330013,17.145259173928185,6.016625387656241,4.624228461770388,3.47167020440806,2.5512566111753783,3.930796567046539,21.289383345245607,24.16937836543954,25.336483334767102,2.934675130047686,1.9834181397041146,9.225289826488416,1.9680845894395933,0.3072497384382448,0.6927502615617548
608344-0,740,6.007178474594973,7.754660566284895,9.675903808782678,17.19055594771418,7.058955419643301,4.813197991501742,3.9566958218155097,2.5674103425683334,3.9303348125031263,21.07268206648057,24.459799587423184,25.11222811425229,2.8046670717343267,2.4007035272482837,9.0521156297853,1.7000131941810905,0.24499699834282115,0.7550030016571805
608348-1,741,6.43042972481593,7.390790409750245,9.98012858118715,16.432970906971047,5.640432311622362,4.186085241463183,3.4025093188520112,2.501815249287275,7.254670548054389,24.47542909484729,25.412947225018446,24.194805330273784,2.891883057552741,1.9982030268692421,8.700985300840337,1.8087776017067316,0.2505337704186881,0.7494662295813111
608349-1,742,6.089411600981341,7.131402753766902,9.313087149851917,16.914171132778147,6.0789243703619995,4.567144176547527,3.9436903881071155,2.5928818188832,4.994055104780946,19.394687378501853,24.944395399988785,25.780730124029223,3.0522232547968895,2.3342990011328264,8.833437715356038,1.7068627827785792,0.27148173847115004,0.7285182615288495
608360-1,743,6.088904828057579,7.211045218409612,10.312110741689205,16.35231058793531,5.906594306325617,4.580111407487033,4.211318008149973,2.4705357785347415,6.136941238282541,20.051060852753043,24.789829872263436,26.094470632559453,3.3023535378315994,2.2581520407144415,8.127924374998909,1.6239842628752095,0.27298128792365695,0.727018712076343
608365-1,744,6.322240832659597,7.615779632905579,9.893825040187785,17.239417537842105,5.816231373877317,4.54380268161558,3.622101749013955,2.6239473291070787,1.885736308251165,20.400079332032732,23.48655602684801,21.63566605496973,3.26404622967146,2.5992575929282906,10.327636821579924,1.985126202949942,0.28736994258281134,0.7126300574171882
608369-0,745,5.323110246856588,5.762964713869738,9.226649423109425,17.192580865794866,6.540016505095597,4.53742773963882,3.1984012259425736,2.1418749995181643,5.500559859884982,24.11840485547987,22.2199789241656,23.933726572726506,2.57566570246649,2.059857880632127,10.265085024308565,1.8816550693809182,0.2655946262778533,0.7344053737221484
608371-1,746,6.292731623484415,7.171003744894614,9.356915870268274,15.786394864429317,6.654705490512459,4.540446713294865,3.9623777592218463,2.4158116073511686,3.4788225106571278,20.61571258332484,25.889102097173506,25.629640863153732,2.8648553486172426,1.8719313675333582,9.411296590841417,2.0676787867081203,0.3286459843638172,0.6713540156361835
608379-1,747,6.274971591988335,9.595431713993408,9.445904959814449,17.06195123067774,6.4066319959395885,5.956497186168783,3.927641627787474,2.5951376464027667,0.06106075971671205,18.79568788497378,24.778412487860308,24.799879532573463,2.5603491955826008,1.6906677664556398,9.009525131284004,1.967368969813625,0.27035585980205357,0.729644140197945
608384-0,748,5.2452607055116145,6.087705425889777,9.75369185295019,18.866325230597937,7.017641122678915,5.00967376898693,4.153996816400002,2.8046522407789913,6.378126146620409,19.92767304040485,23.66918645598255,25.023571037105604,3.036005361343344,2.095427276907522,9.461769610866103,2.0130079867753836,0.29101417436424437,0.7089858256357584
608385-0,749,6.25280870388066,6.763254409158077,7.422847366258232,12.997193653072316,5.470490736870447,4.190488166901178,4.667997382833477,3.308817744464034,3.89787819703766,22.605683170280788,25.207763407134063,23.92208601675399,2.683095542127495,1.7182514187272098,8.922533573167737,1.6941098497497273,0.25219455914944866,0.7478054408505517
608422-0,750,6.125866421063206,6.489927051825775,9.020565028459679,18.729094202114485,6.447784377779563,5.508174408847709,4.977179239661264,2.8396292697961805,-0.13255188791105746,22.243243573871545,26.98593830361562,27.014106555447892,2.4398163156146264,1.8269517442110992,9.999977087989162,2.001359645301668,0.3071280077140012,0.6928719922859978
608475-1,751,6.118607005867011,5.964851971017378,11.335214478902094,18.449110115399034,5.897127996898325,6.0928795252710195,3.298978221640755,2.5163693697929346,1.6606457385160385,16.395889689199628,23.22667952850094,22.544868737751905,3.5035091246209777,2.5355892926387633,8.132118138794826,1.8393014836238017,0.2063443383672104,0.7936556616327879
608566-1,752,5.7310540353617085,6.106562367501234,9.77752070249554,17.318883951702997,8.414432154298815,6.487953220680755,4.206715111067399,3.494813705875989,2.5815738157436017,15.629543506199498,25.743883462738516,28.78377459004884,3.0410188234194178,1.7821770226357352,7.746751880690346,1.6877075492805829,0.2273664014611607,0.7726335985388391
608577-0,753,5.565476267814794,5.382999170828246,7.693059416136186,14.635451294107408,6.175184613474724,5.359024914899988,4.578337109322621,2.914393072613231,2.5650657626498257,20.628335708113724,23.341708568796236,24.52031670718421,2.752130805446876,2.3083235418332793,10.89307323205292,1.8832080225305847,0.23710699326029672,0.762893006739703
608596-1,754,5.691000132430251,5.500754058995186,8.965382683807272,15.079397579241432,6.276244431985004,5.17725515658083,3.4085765156571988,2.4825589699816994,11.605318096080056,23.356800173401997,24.78533410297991,24.122852287762143,3.088053527262191,1.9582449690619241,9.283671027311422,1.7666615722415617,0.434907175270917,0.5650928247290831
608597-0,755,5.464696201475489,5.63184202489102,7.551041320944528,18.063337933566313,7.273728357468624,5.785835908991508,4.6284193170977215,2.884202662776641,5.72952138245503,18.59117039585614,24.165538555606794,26.150013507533554,2.6669878806580627,1.9950457769230607,10.454625775945978,1.7256804257653169,0.2805260385232378,0.7194739614767618
608671-0,756,6.06685433263182,9.09706499793142,15.389339240768674,22.673767104713058,6.736136072625463,3.9769151411580244,2.6663669907791614,2.287964504478087,-2.3165699860969364,11.804449038296617,24.640903121667964,29.72952621243547,2.441961171061758,1.8916358293150297,7.947040310323156,1.6391516235652612,0.15148046606216126,0.8485195339378394
608686-1,757,6.1078861324205835,7.708293761953177,9.85676240874753,17.4042288227323,6.736437597663609,4.121226687120043,3.6160878906917078,2.4250984259224126,4.821614556681044,22.03865850882294,27.18988091641747,29.91667534267147,2.4407830483886204,1.7283757444669698,8.191014629097907,1.5141515496633364,0.24917820714835393,0.7508217928516453
608700-1,758,5.688580059440967,8.2590672491098,10.64222866769472,16.440334517244782,6.357619037076164,3.5150467822803613,3.5162896906848817,2.587700462798472,5.52374736232076,18.584700454219604,26.374597609962397,27.32406839940703,2.8661162892365337,1.941228902858416,8.852684190175617,1.6535641639075158,0.2648911294780972,0.7351088705219023
608701-1,759,6.151360793961249,6.314376638860589,8.872523097363953,14.772079504631726,5.870100758780145,4.86102222991651,3.8648277691306867,2.810255457204588,5.4533538439275535,18.03445879319844,23.90973848248144,22.876130762398343,3.0758863720708605,2.1745915368587108,9.550783398856186,2.0234777739169583,0.269859352493442,0.730140647506556
608703-1,760,6.909211562541304,8.016889867357165,10.567562188818748,18.342746632694666,5.0690450467215475,3.461621453219447,3.400986732000395,2.504764715471777,-0.8019076244780848,16.712524487355775,23.89223805979929,24.730716116521748,3.4032664947191305,2.261257708847284,7.216439100783744,1.8048583114595207,0.20425730689237528,0.795742693107625
608715-1,761,6.6544615568365675,7.414450197142693,9.146356991669473,16.781675480119365,6.6062908378813106,4.584242273819251,3.514387399703599,2.3531488843254373,9.251151745091333,22.24952151850575,24.780928779720774,25.75488046800612,3.2446913422490162,1.9770061032256594,8.607519394846145,2.1769488219043716,0.32139721537261134,0.6786027846273887
608717-1,762,6.241013834543991,7.14700818145541,9.421108539774458,17.024827314323357,6.183790894581338,4.578066569647324,3.9142916840117947,2.5792408162768767,3.075758239484418,20.58944059905884,24.872295762707576,25.616624621947203,3.0572233836459617,2.0114560180430217,8.946290088048524,1.9654681907554012,0.31722505246668214,0.6827749475333167
608718-0,763,7.120607461953001,7.195990810388703,9.389818375650272,17.039732107367932,7.86072698820294,4.59186813637167,3.937196098169953,2.595174569587364,3.550132461154883,20.703621069937938,24.83338985201267,25.559918907758284,2.9632285430368825,2.017472580902697,9.285596344832307,1.9687414389268718,0.31333018715644667,0.6866698128435509
608723-1,764,6.457717294454574,8.354448985680218,10.015691344247713,17.086711887001922,6.524492155319309,5.101858089952445,4.200904702640258,2.566680547342401,5.913126049459302,18.958275161022016,24.866511271005272,25.300435979831946,3.2206395209593097,2.7103004392342944,8.457315373986933,1.707376471872933,0.21465605125814616,0.7853439487418542
608841-1,765,6.313753637750215,6.516238850118308,9.081968484646854,21.476877961869878,5.181195270565343,4.460636227140856,3.7733812687808332,2.106565957707268,2.639433958688057,19.088886690196905,24.20807379263145,23.862330050933767,3.1037167335579072,2.2797164385126867,10.627607957999455,1.6573431662984892,0.3307109714569154,0.6692890285430856
609274-1,766,6.6071936075516104,8.098303929602835,9.798083894405675,17.20120825202073,7.188296330018489,4.711612586200913,3.8784595815095373,2.3974306273211536,8.789326578373059,25.776485613376238,24.64051706810797,25.051038674179196,2.50358352953098,2.1617459770842182,9.454834461838756,1.441315669852801,0.2822451967642751,0.7177548032357267
609275-0,767,5.0181515666681396,6.40901231477997,6.910689463605914,11.880168312066727,7.6802160927631755,4.501708158787625,4.954825994208585,3.6168956069168834,4.889150930082231,20.79180287295382,26.98551887674446,26.96456314056267,2.4694584965064936,1.7401173257875486,9.713338997542474,1.838260373586813,0.32247913751887114,0.6775208624811302
609275-1,768,5.790332574094753,7.759711322530987,10.066917515364182,13.53317890752805,5.944022418193954,3.854994890940172,3.361674558421184,3.453003672980599,4.744196140589431,19.817245756487452,25.072440558447457,28.225184832387548,3.3709892857497548,1.7867311818123326,8.449692872981254,1.5758568533679649,0.3415972530133622,0.6584027469866377
